Name,Color,Mana Value,CMC,Rarity,Edition (name),Card Type,Power,Toughness,Card Text,Acquired Price,Artists,Card Rulings,CardMarket ID,Collector's number,Condition,Creation Date,Currency,Delver Local ID,Edition,Edition (CODE),Edition (code),Edition CODE,Edition [CODE],Edition [code],Edition code,Edition code MTGO,Foil,Foil quantity,Foil/Etched,Frame Type,In DECKs (being used),In LISTs (owned),Is Commander?,Language,List name,Loyalty,MultiverseID,Non-foil quantity,Price,Price (total),Quantity,QuantityX,Reserved List,Scryfall ID,TCGPlayer productID,Tag,Zeros
"Island","Land","","0","C","(Core Set 2020)","Basic Land — Island","0","0","""({T}: Add {U}.)""","0","Babyson Chen & Uzhen Lin","""""","379614","266","","2023-Mar-12_02:17:11","USD","4665","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467020","3","$0.20","$0.60","3","3x","","c8a516f8-861b-4c3b-9d9b-0adc04ec689f","192833","","0"
"Island","Land","","0","C","(Core Set 2020)","Basic Land — Island","0","0","""({T}: Add {U}.)""","0","Cliff Childs","""""","379617","267","","2023-Mar-12_02:18:35","USD","4667","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467021","1","$0.19","$0.19","1","1x","","9db3bac6-81c9-4bb5-aca6-371cec8efa0d","192835","","0"
"Island","Land","","0","C","(Core Set 2020)","Basic Land — Island","0","0","""({T}: Add {U}.)""","0","Andreas Rocha","""""","379620","268","","2023-Mar-12_02:19:07","USD","4668","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467022","3","$0.19","$0.57","3","3x","","f3448b8b-8baf-492a-a1d6-4bb676c43cab","192836","","0"
"Leafkin Druid","Green","{1}{G}","2","C","(Core Set 2020)","Creature — Elemental Druid","0","3","""{T}: Add {G}. If you control four or more creatures, add {G}{G} instead.""","0","Filip Burburan","""""","378801","178","","2023-Mar-12_02:09:33","USD","4654","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466932","3","$0.25","$0.75","3","3x","","8968a942-72f6-42ad-ae9d-418a1dff0ab3","192651","","0"
"Mind Rot","Black","{2}{B}","3","C","(Core Set 2020)","Sorcery","0","0","""Target player discards two cards.""","0","Seb McKinnon","""""","379479","108","","2023-Mar-12_02:05:23","USD","4645","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466862","1","$0.17","$0.17","1","1x","","b9de3feb-5f92-43eb-b5cf-00d2b511fe68","192884","","0"
"Moorland Inquisitor","White","{1}{W}","2","C","(Core Set 2020)","Creature — Human Soldier","2","2","""{2}{W}: Moorland Inquisitor gains first strike until end of turn. (It deals combat damage before creatures without first strike.)""","0","David Palumbo","""• Multiple instances of first strike on the same creature are redundant.""","379404","31","","2023-Mar-12_01:49:32","USD","4632","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466785","1","$0.16","$0.16","1","1x","","9d7b1446-7c9f-4b62-9877-e3d1060948aa","192864","","0"
"Mountain","Land","","0","C","(Core Set 2019)","Basic Land — Mountain","0","0","""({T}: Add {R}.)""","0","Andreas Rocha","""""","360254","276","","2023-Mar-12_02:21:31","USD","4672","Core Set 2019","(M19)","(m19)","M19","[M19]","[m19]","M19","m19","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","447413","5","$0.18","$0.90","5","5x","","bb4004c8-c3d9-494e-a257-6d8443cbf1b7","169368","","0"
"Mountain","Land","","0","C","(Core Set 2020)","Basic Land — Mountain","0","0","""({T}: Add {R}.)""","0","Sam Burley","""""","379635","273","","2023-Mar-12_02:19:39","USD","4669","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467027","3","$0.88","$2.64","3","3x","","399f7531-e137-463b-bec3-e86756b6ed71","192842","","0"
"Mountain","Land","","0","C","(Core Set 2020)","Basic Land — Mountain","0","0","""({T}: Add {R}.)""","0","Karl Kopinski","""""","379638","274","","2023-Mar-12_02:20:39","USD","4670","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467028","3","$0.20","$0.60","3","3x","","cbe67eb3-f10d-4f34-b4b0-fd00ee8cc325","192843","","0"
"Mountain","Land","","0","C","(Core Set 2020)","Basic Land — Mountain","0","0","""({T}: Add {R}.)""","0","Adam Paquette","""""","379641","275","","2023-Mar-12_02:21:12","USD","4671","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467029","1","$0.19","$0.19","1","1x","","4cf7d0ad-8fe2-4065-89e3-c2ee04062695","192845","","0"
"Murder","Black","{1}{B}{B}","3","C","(Core Set 2020)","Instant","0","0","""Destroy target creature.""","0","Allen Williams","""""","378948","109","","2023-Mar-12_02:05:28","USD","4646","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466863","2","$0.24","$0.48","2","2x","","6a2b22bc-e81b-4f27-a52b-9f3edad25439","192684","","0"
"Negate","Blue","{1}{U}","2","C","(Core Set 2020)","Instant","0","0","""Counter target noncreature spell.""","0","Magali Villeneuve","""• A “creature spell” is any spell with the type creature, even if it has other types such as artifact or enchantment. Older cards of type summon are also creature spells.""","378267","69","","2023-Mar-12_01:56:08","USD","4639","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Using","Have","","","Core set 2020 (1/31/23)","0","466823","1","$0.25","$0.25","1","1x","","33b83158-78b4-425e-8379-be3ef038295c","192505","","0"
"Pacifism","White","{1}{W}","2","C","(Core Set 2020)","Enchantment — Aura","0","0","""Enchant creature
Enchanted creature can't attack or block.""","0","Jesper Ejsing","""""","378618","32","","2023-Mar-12_01:49:36","USD","4633","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466786","2","$0.19","$0.38","2","2x","","31279d7c-5246-40b2-a8c7-0be4a5f24a29","192569","","0"
"Plains","Land","","0","C","(Core Set 2020)","Basic Land — Plains","0","0","""({T}: Add {W}.)""","0","John Avon","""""","379599","261","","2023-Mar-12_02:21:56","USD","4673","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467015","3","$0.48","$1.44","3","3x","","73fb4a34-c11e-45e9-a986-43c0a0ae5424","192827","","0"
"Plains","Land","","0","C","(Core Set 2020)","Basic Land — Plains","0","0","""({T}: Add {W}.)""","0","Zoltan Boros & Gabor Szikszai","""""","379602","262","","2023-Mar-12_02:22:34","USD","4674","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467016","4","$0.15","$0.60","4","4x","","e9495172-6fde-4aae-b47e-fc887440120e","192828","","0"
"Plains","Land","","0","C","(Core Set 2020)","Basic Land — Plains","0","0","""({T}: Add {W}.)""","0","Nils Hamm","""""","379605","263","","2023-Mar-12_02:23:08","USD","4675","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467017","3","$0.20","$0.60","3","3x","","8fd675c7-7dac-4ad1-9243-6d1eda0fa30c","192829","","0"
"Plains","Land","","0","C","(Core Set 2020)","Basic Land — Plains","0","0","""({T}: Add {W}.)""","0","Andreas Rocha","""""","379608","264","","2023-Mar-12_02:23:38","USD","4676","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467018","5","$0.15","$0.75","5","5x","","dfa01578-faf9-4694-86a0-c81f5b2a0dd8","192831","","0"
"Raise the Alarm","White","{1}{W}","2","C","(Core Set 2020)","Instant","0","0","""Create two 1/1 white Soldier creature tokens.""","0","Zoltan Boros","""""","378729","34","","2023-Mar-12_01:50:04","USD","4634","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466788","2","$0.20","$0.40","2","2x","","764a7a53-314e-4b1f-aa33-0f312d06df71","192614","","0"
"Reckless Air Strike","Red","{R}","1","C","(Core Set 2020)","Sorcery","0","0","""Choose one —
• Reckless Air Strike deals 3 damage to target creature with flying.
• Destroy target artifact.""","0","Jakub Kasper","""""","378684","154","","2023-Mar-12_02:06:55","USD","4649","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466908","1","$0.18","$0.18","1","1x","","68391b41-4a17-4450-a8ac-0ce8406fe8c1","192601","","0"
"Scuttlemutt","","{3}","3","U","(Core Set 2020)","Artifact Creature — Scarecrow","2","2","""{T}: Add one mana of any color.
{T}: Target creature becomes the color or colors of your choice until end of turn.""","0","Jeremy Jarvis","""• You must choose one or more of the five colors of Magic while resolving Scuttlemutt’s last ability. You can’t choose “artifact,” “colorless,” or “chartreuse.”
• The target creature has only the colors Scuttlemutt gives it—Scuttlemutt’s ability overwrites any previous colors the creature had.
• In the Commander variant, the color identities of cards are determined as the game begins. Changing the colors of a player’s commander doesn’t affect its color identity or the cards that can be legally included in the deck.""","378657","238","","2023-Jan-31_12:38:58","USD","2117","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466992","1","$0.28","$0.28","1","1x","","39f2d2e8-a9ed-42cc-9a8a-fc697a7251e5","192641","","0"
"Shock","Red","{R}","1","C","(Core Set 2020)","Instant","0","0","""Shock deals 2 damage to any target.""","0","Jason Rainville","""""","379524","160","","2023-Mar-12_02:07:02","USD","4650","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466914","2","$0.20","$0.40","2","2x","","3c866bdb-ff94-4f3f-8429-e72c2cbb94ef","192914","","0"
"Silverback Shaman","Green","{3}{G}{G}","5","C","(Core Set 2020)","Creature — Ape Shaman","5","4","""Trample
When Silverback Shaman dies, draw a card.""","0","Mathias Kollros","""""","378375","195","","2023-Mar-12_02:09:57","USD","4655","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466949","2","$0.19","$0.38","2","2x","","4e97e62e-4a77-4512-b5fa-400e01517e23","192545","","0"
"Swamp","Land","","0","C","(Core Set 2020)","Basic Land — Swamp","0","0","""({T}: Add {B}.)""","0","Mike Bierek","""""","379623","269","","2023-Mar-12_02:24:22","USD","4677","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467023","3","$0.50","$1.50","3","3x","","184a196e-8604-49d2-a66a-6f7c0eafd5de","192838","","0"
"Swamp","Land","","0","C","(Core Set 2020)","Basic Land — Swamp","0","0","""({T}: Add {B}.)""","0","Cliff Childs","""""","379626","270","","2023-Mar-12_02:25:01","USD","4678","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467024","2","$0.20","$0.40","2","2x","","4f3a387a-4bc1-4338-9d1e-0fbcb6f03b82","192839","","0"
"Swamp","Land","","0","C","(Core Set 2020)","Basic Land — Swamp","0","0","""({T}: Add {B}.)""","0","Jonas De Ro","""""","379629","271","","2023-Mar-12_02:25:31","USD","4679","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467025","1","$0.20","$0.20","1","1x","","a9023215-035f-4f12-9f75-04b995b5d24a","192840","","0"
"Tectonic Rift","Red","{3}{R}","4","C","(Core Set 2020)","Sorcery","0","0","""Destroy target land. Creatures without flying can't block this turn.""","0","John Avon","""• If the target land is an illegal target by the time Tectonic Rift tries to resolve, the spell doesn’t resolve. Creatures without flying will be able to block as normal. If the target is legal but not destroyed (most likely because it has indestructible), creatures without flying will be unable to block.
• Because it doesn’t modify the characteristics of creatures, Tectonic Rift can affect creatures that enter the battlefield or lose flying after the spell resolves, and it will stop affecting creatures that gain flying.""","379527","161","","2023-Mar-12_02:07:32","USD","4651","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466915","1","$0.17","$0.17","1","1x","","abf90bd1-fa00-4af6-aa76-bd6fca7b0ac4","192916","","0"
"Thicket Crasher","Green","{3}{G}","4","C","(Core Set 2020)","Creature — Elemental Rhino","4","3","""Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Other Elementals you control have trample.""","0","Mathias Kollros","""""","378804","196","","2023-Mar-12_02:10:13","USD","4656","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466950","1","$0.20","$0.20","1","1x","","534eb449-3f1c-46ec-a965-0f5812e2c93e","192653","","0"
"Unsummon","Blue","{U}","1","C","(Core Set 2020)","Instant","0","0","""Return target creature to its owner's hand.""","0","Izzy","""""","378330","78","","2023-Mar-12_01:56:18","USD","4640","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466832","2","$0.24","$0.48","2","2x","","7a960516-3864-4a7a-8117-d25dec0dd665","192528","","0"
"Wind-Scarred Crag","Land","","0","C","(Core Set 2020)","Land","0","0","""Wind-Scarred Crag enters the battlefield tapped.
When Wind-Scarred Crag enters the battlefield, you gain 1 life.
{T}: Add {R} or {W}.""","0","Eytan Zana","""""","378972","260","","2023-Mar-12_02:10:31","USD","4659","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","467014","1","$0.25","$0.25","1","1x","","91c0b1ba-fd3d-4f1c-9e8e-22280eeeff7d","192675","","0"
"Winged Words","Blue","{2}{U}","3","C","(Core Set 2020)","Sorcery","0","0","""This spell costs {1} less to cast if you control a creature with flying.
Draw two cards.""","0","Chris Seaman","""• Once you announce that you’re casting Winged Words, no player may take actions until the spell has been paid for. Notably, opponents can’t try to change whether you control a creature with flying.
• Winged Words costs only {1} less to cast if you control multiple creatures with flying.""","378807","80","","2023-Mar-12_01:57:30","USD","4641","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466834","2","$0.25","$0.50","2","2x","","ff765065-b160-49b6-99ac-cd695bd0d903","192654","","0"
"Wolfkin Bond","Green","{4}{G}","5","C","(Core Set 2020)","Enchantment — Aura","0","0","""Enchant creature
When Wolfkin Bond enters the battlefield, create a 2/2 green Wolf creature token.
Enchanted creature gets +2/+2.""","0","Lindsey Look","""• You need a creature for Wolfkin Bond to target as you cast it. It can’t enter the battlefield attached to the Wolf token it will create.
• If the target creature is an illegal target by the time Wolfkin Bond tries to resolve, the spell doesn’t resolve. It won’t enter the battlefield, so its ability won’t trigger.""","378771","203","","2023-Mar-12_02:10:18","USD","4657","Core Set 2020","(M20)","(m20)","M20","[M20]","[m20]","M20","m20","","0","","Regular","Not Using","Have","","","Core set 2020 (1/31/23)","0","466957","1","$0.19","$0.19","1","1x","","2c419a2b-4389-49bc-91f1-a613ffcbfa0b","192632","","0"
