Name,Color,Mana Value,CMC,Rarity,Edition (name),Card Type,Power,Toughness,Card Text,Acquired Price,Artists,Card Rulings,CardMarket ID,Collector's number,Condition,Creation Date,Currency,Delver Local ID,Edition,Edition (CODE),Edition (code),Edition CODE,Edition [CODE],Edition [code],Edition code,Edition code MTGO,Foil,Foil quantity,Foil/Etched,Frame Type,In DECKs (being used),In LISTs (owned),Is Commander?,Language,List name,Loyalty,MultiverseID,Non-foil quantity,Price,Price (total),Quantity,QuantityX,Reserved List,Scryfall ID,TCGPlayer productID,Tag,Zeros
"Blade-Blizzard Kitsune","White","{2}{W}","3","U","(Kamigawa: Neon Dynasty)","Creature — Fox Ninja","2","2","""Ninjutsu {3}{W} ({3}{W}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Double strike""","0","Andrew Mar","""• The ninjutsu ability can be activated only after blockers have been declared. Before then, attacking creatures are neither blocked nor unblocked.
• As you activate a ninjutsu ability, you reveal the Ninja card in your hand and return the attacking creature. The Ninja card stays revealed and isn't put onto the battlefield until the ability resolves. If it leaves your hand before then, it won't enter the battlefield at all.
• The creature with ninjutsu enters the battlefield attacking the same player or planeswalker that the returned creature was attacking. This is a rule specific to ninjutsu; in other cases, when a creature is put onto the battlefield attacking, that creature's controller chooses which player or planeswalker it's attacking.
• Although the Ninja is attacking, it was never declared as an attacking creature (for purposes of abilities that trigger whenever a creature attacks, for example).
• The ninjutsu ability can be activated during the declare blockers step, combat damage step, or end of combat step. In most cases (see below), if you wait until the combatdamage step or end of combat step, it will be after combat damage has been dealt, so the Ninja won't deal combat damage.
• If a creature in combat has first strike or double strike, you can activate the ninjutsu ability during the first-strike combat damage step. The Ninja will deal combat damage during the regular combat damage step, even if it has first strike.
• Puff of smoke not included.""","608175","5","","2023-May-17_15:58:20","USD","5546","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548296","1","$0.15","$0.15","1","1x","","d8419d27-8c6e-4f38-98b4-60dd9a910c43","262670","","0"
"Blade-Blizzard Kitsune","White","{2}{W}","3","U","(Kamigawa: Neon Dynasty)","Creature — Fox Ninja","2","2","""Ninjutsu {3}{W} ({3}{W}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Double strike""","0","Rorubei","""• The ninjutsu ability can be activated only after blockers have been declared. Before then, attacking creatures are neither blocked nor unblocked.
• As you activate a ninjutsu ability, you reveal the Ninja card in your hand and return the attacking creature. The Ninja card stays revealed and isn't put onto the battlefield until the ability resolves. If it leaves your hand before then, it won't enter the battlefield at all.
• The creature with ninjutsu enters the battlefield attacking the same player or planeswalker that the returned creature was attacking. This is a rule specific to ninjutsu; in other cases, when a creature is put onto the battlefield attacking, that creature's controller chooses which player or planeswalker it's attacking.
• Although the Ninja is attacking, it was never declared as an attacking creature (for purposes of abilities that trigger whenever a creature attacks, for example).
• The ninjutsu ability can be activated during the declare blockers step, combat damage step, or end of combat step. In most cases (see below), if you wait until the combatdamage step or end of combat step, it will be after combat damage has been dealt, so the Ninja won't deal combat damage.
• If a creature in combat has first strike or double strike, you can activate the ninjutsu ability during the first-strike combat damage step. The Ninja will deal combat damage during the regular combat damage step, even if it has first strike.
• Puff of smoke not included.""","608325","331","","2023-May-17_15:58:27","USD","5547","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Showcase","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","552710","2","$0.18","$0.36","2","2x","","53d244d4-c2c4-4032-b249-794556d79429","262671","","0"
"Bloodfell Caves","Land","","0","C","(Kamigawa: Neon Dynasty)","Land","0","0","""Bloodfell Caves enters the battlefield tapped.
When Bloodfell Caves enters the battlefield, you gain 1 life.
{T}: Add {B} or {R}.""","0","Julian Kok Joon Wen","""""","608298","264","","2023-Apr-30_03:05:37","USD","4907","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548577","1","$0.20","$0.20","1","1x","","ba06fcda-7ab8-48d4-8656-2a911e73dc44","262733","","0"
"Born to Drive","White","{2}{W}","3","U","(Kamigawa: Neon Dynasty)","Enchantment — Aura","0","0","""Enchant artifact or creature
As long as enchanted permanent is a creature, it gets +1/+1 for each creature and/or Vehicle you control.
Channel — {2}{W}, Discard Born to Drive: Create two 1/1 colorless Pilot creature tokens with ""This creature crews Vehicles as though its power were 2 greater.""""","0","Heonhwa Choe","""• Discarding the card is part of the cost to activate a channel ability.
• If a channel ability requires a target, you may not activate it without a target just to discard the card.""","607507","6","","2023-May-17_15:58:41","USD","5548","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548297","1","$0.20","$0.20","1","1x","","ffdfad1f-d316-4023-9c79-8c24f1cd31d0","262429","","0"
"Bronze Cudgels","","{1}","1","U","(Kamigawa: Neon Dynasty)","Artifact — Equipment","0","0","""{2}: Until end of turn, equipped creature gets +X/+0, where X is the number of times this ability has resolved this turn.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)""","0","Nestor Ossandon Leal","""• As the first activated ability resolves, it counts the number of times that same ability from that same Bronze Cudgels has resolved that turn, including that activation. For example, the first time the ability resolves in a turn, it will grant +1/+0 until end of turn, the second time +2/+0 until end of turn, and so on.
• A resolution of the ability counts even if Bronze Cudgels was attached to a different creature or no creature at the time. A copy of the ability (created by Lithoform Engine, for example) will also count toward the total. An ability from another Equipment with the same name doesn't count towards the total, nor does an ability that's been countered.""","608283","240","","2023-Jan-30_20:44:13","USD","1902","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548553","1","$0.15","$0.15","1","1x","","45fa226c-cc31-4c22-a167-40985706557b","262699","","0"
"Brute Suit","","{3}","3","C","(Kamigawa: Neon Dynasty)","Artifact — Vehicle","4","3","""Vigilance
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)""","0","Raymond Swanland","""""","608284","241","","2023-Apr-30_03:04:34","USD","4905","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548554","2","$0.12","$0.24","2","2x","","363cb43a-e358-4380-a42f-9b095ca522c6","262700","","0"
"Careful Cultivation","Green","{2}{G}","3","C","(Kamigawa: Neon Dynasty)","Enchantment — Aura","0","0","""Enchant artifact or creature
As long as enchanted permanent is a creature, it gets +1/+3 and has reach and ""{T}: Add {G}{G}.""
Channel — {1}{G}, Discard Careful Cultivation: Create a 1/1 green Human Monk creature token with ""{T}: Add {G}.""""","0","A. M. Sartor","""• Discarding the card is part of the cost to activate a channel ability.
• If a channel ability requires a target, you may not activate it without a target just to discard the card.""","608254","178","","2023-Feb-05_17:56:11","USD","3005","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548485","2","$0.15","$0.30","2","2x","","9e2ebad5-0a56-4166-80af-7ebd20ae565a","262705","","0"
"Clawing Torment","Black","{B}","1","C","(Kamigawa: Neon Dynasty)","Enchantment — Aura","0","0","""Enchant artifact or creature
As long as enchanted permanent is a creature, it gets -1/-1 and can't block.
Enchanted permanent has ""At the beginning of your upkeep, you lose 1 life.""""","0","Rovina Cai","""""","608210","91","","2023-Jan-31_16:12:51","USD","2290","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548389","2","$0.15","$0.30","2","2x","","621fce96-5933-4e2b-98ec-2589940e24cb","262862","","0"
"Coiling Stalker","Green","{1}{G}","2","C","(Kamigawa: Neon Dynasty)","Creature — Snake Ninja","2","1","""Ninjutsu {1}{G} ({1}{G}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Coiling Stalker deals combat damage to a player, put a +1/+1 counter on target creature you control that doesn't have a +1/+1 counter on it.""","0","M.Matsumoto","""• The target of Coiling Stalker's triggered ability will become an illegal target if a +1/+1 counter is placed on it before the triggered ability resolves.
• The ninjutsu ability can be activated only after blockers have been declared. Before then, attacking creatures are neither blocked nor unblocked.
• As you activate a ninjutsu ability, you reveal the Ninja card in your hand and return the attacking creature. The Ninja card stays revealed and isn't put onto the battlefield until the ability resolves. If it leaves your hand before then, it won't enter the battlefield at all.
• The creature with ninjutsu enters the battlefield attacking the same player or planeswalker that the returned creature was attacking. This is a rule specific to ninjutsu; in other cases, when a creature is put onto the battlefield attacking, that creature's controller chooses which player or planeswalker it's attacking.
• Although the Ninja is attacking, it was never declared as an attacking creature (for purposes of abilities that trigger whenever a creature attacks, for example).
• The ninjutsu ability can be activated during the declare blockers step, combat damage step, or end of combat step. In most cases (see below), if you wait until the combatdamage step or end of combat step, it will be after combat damage has been dealt, so the Ninja won't deal combat damage.
• If a creature in combat has first strike or double strike, you can activate the ninjutsu ability during the first-strike combat damage step. The Ninja will deal combat damage during the regular combat damage step, even if it has first strike.
• Puff of smoke not included.""","608329","346","","2023-Feb-05_17:56:28","USD","3006","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Showcase","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","552725","2","$0.12","$0.24","2","2x","","8297592c-3036-434a-9dbb-5f0af804dd13","262863","","0"
"Commune with Spirits","Green","{G}","1","C","(Kamigawa: Neon Dynasty)","Sorcery","0","0","""Look at the top four cards of your library. You may reveal an enchantment or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.""","0","Aurore Folny","""""","608255","180","","2023-Feb-05_17:56:41","USD","3007","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548487","2","$0.20","$0.40","2","2x","","a35ff4dd-bad3-4496-82b3-8253f48af06d","262709","","0"
"Crackling Emergence","Red","{1}{R}","2","C","(Kamigawa: Neon Dynasty)","Enchantment — Aura","0","0","""Enchant land you control
Enchanted land is a 3/3 red Spirit creature with haste. It's still a land.
If enchanted land would be destroyed, instead sacrifice Crackling Emergence and that land gains indestructible until end of turn.""","0","Jason Kang","""• Crackling Emergence's replacement effect applies whether the enchanted land would be destroyed due to lethal damage or any other reason.
• Crackling Emergence's replacement effect does not replace effects or costs that require you to sacrifice the enchanted land.""","608231","136","","2023-Feb-05_17:59:52","USD","3024","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548438","2","$0.11","$0.22","2","2x","","6f77f987-ebb7-4105-a67c-0987f50fc676","262793","","0"
"Debt to the Kami","Black","{2}{B}","3","C","(Kamigawa: Neon Dynasty)","Instant","0","0","""Choose one —
• Target opponent exiles a creature they control.
• Target opponent exiles an enchantment they control.""","0","Jodie Muir","""""","608211","92","","2023-Jan-31_16:13:21","USD","2291","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548390","3","$0.20","$0.60","3","3x","","c1a7e728-ba01-4e3d-b269-9e2dd85a1d1b","262861","","0"
"Dismal Backwater","Land","","0","C","(Kamigawa: Neon Dynasty)","Land","0","0","""Dismal Backwater enters the battlefield tapped.
When Dismal Backwater enters the battlefield, you gain 1 life.
{T}: Add {U} or {B}.""","0","Chris Ostrowski","""""","608300","267","","2023-Apr-30_03:05:43","USD","4908","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548580","1","$0.20","$0.20","1","1x","","fab0660b-81f8-40ca-8098-5f8d51219a40","262736","","0"
"Disruption Protocol","Blue","{U}{U}","2","C","(Kamigawa: Neon Dynasty)","Instant","0","0","""As an additional cost to cast this spell, tap an untapped artifact you control or pay {1}.
Counter target spell.""","0","Pauline Voss","""""","608193","51","","2023-Feb-05_17:53:00","USD","2992","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548347","2","$0.16","$0.32","2","2x","","053ab598-06a4-43ae-b9fd-c291bd05642c","262783","","0"
"Dokuchi Shadow-Walker","Black","{4}{B}{B}","6","C","(Kamigawa: Neon Dynasty)","Creature — Ogre Ninja","5","5","""Ninjutsu {3}{B} ({3}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)""","0","Sansyu","""• The ninjutsu ability can be activated only after blockers have been declared. Before then, attacking creatures are neither blocked nor unblocked.
• As you activate a ninjutsu ability, you reveal the Ninja card in your hand and return the attacking creature. The Ninja card stays revealed and isn't put onto the battlefield until the ability resolves. If it leaves your hand before then, it won't enter the battlefield at all.
• The creature with ninjutsu enters the battlefield attacking the same player or planeswalker that the returned creature was attacking. This is a rule specific to ninjutsu; in other cases, when a creature is put onto the battlefield attacking, that creature's controller chooses which player or planeswalker it's attacking.
• Although the Ninja is attacking, it was never declared as an attacking creature (for purposes of abilities that trigger whenever a creature attacks, for example).
• The ninjutsu ability can be activated during the declare blockers step, combat damage step, or end of combat step. In most cases (see below), if you wait until the combatdamage step or end of combat step, it will be after combat damage has been dealt, so the Ninja won't deal combat damage.
• If a creature in combat has first strike or double strike, you can activate the ninjutsu ability during the first-strike combat damage step. The Ninja will deal combat damage during the regular combat damage step, even if it has first strike.
• Puff of smoke not included.""","607025","339","","2023-Jan-31_16:13:23","USD","2292","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Showcase","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","552718","3","$0.12","$0.36","3","3x","","6d35bcc7-2280-4061-9a6c-e67038cfb114","262372","","0"
"Dragonfly Suit","White","{2}{W}","3","C","(Kamigawa: Neon Dynasty)","Artifact — Vehicle","3","2","""Flying
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)""","0","Darren Tan","""""","608176","9","","2023-Feb-05_18:02:32","USD","3034","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548300","1","$0.12","$0.12","1","1x","","4900862f-90f4-450b-a775-219da4ce67ef","262732","","0"
"Ecologist's Terrarium","","{2}","2","C","(Kamigawa: Neon Dynasty)","Artifact","0","0","""When Ecologist's Terrarium enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.
{2}, {T}, Sacrifice Ecologist's Terrarium: Put a +1/+1 counter on target creature. Activate only as a sorcery.""","0","Daniel Ljunggren","""""","608288","246","","2023-Apr-10_04:56:27","USD","4870","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548559","1","$0.15","$0.15","1","1x","","1d981026-b2df-4d8d-a9b4-296b011d9925","262707","","0"
"Eiganjo Exemplar","White","{1}{W}","2","C","(Kamigawa: Neon Dynasty)","Enchantment Creature — Human Samurai","2","1","""Whenever a Samurai or Warrior you control attacks alone, it gets +1/+1 until end of turn.""","0","Ernanda Souza","""""","608177","10","","2023-Feb-05_18:02:34","USD","3035","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Regular","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","548301","1","$0.15","$0.15","1","1x","","3b0a9cc0-bb6d-47f7-b0d5-3956c46a1b3a","262728","","0"
"Eiganjo Exemplar","White","{1}{W}","2","C","(Kamigawa: Neon Dynasty)","Enchantment Creature — Human Samurai","2","1","""Whenever a Samurai or Warrior you control attacks alone, it gets +1/+1 until end of turn.""","0","Yamada Rokkaku","""""","608320","309","","2023-Feb-05_18:02:36","USD","3036","Kamigawa: Neon Dynasty","(NEO)","(neo)","NEO","[NEO]","[neo]","NEO","neo","","0","","Showcase","Not Using","Have","","","Kamigawa Neon Dynasty 1/30/23","0","553218","3","$0.12","$0.36","3","3x","","6c85917c-60ea-44d3-8483-fa639564e881","262851","","0"
