Name,Color,Mana Value,CMC,Rarity,Edition (name),Card Type,Power,Toughness,Card Text,Acquired Price,Artists,Card Rulings,CardMarket ID,Collector's number,Condition,Creation Date,Currency,Delver Local ID,Edition,Edition (CODE),Edition (code),Edition CODE,Edition [CODE],Edition [code],Edition code,Edition code MTGO,Foil,Foil quantity,Foil/Etched,Frame Type,In DECKs (being used),In LISTs (owned),Is Commander?,Language,List name,Loyalty,MultiverseID,Non-foil quantity,Price,Price (total),Quantity,QuantityX,Reserved List,Scryfall ID,TCGPlayer productID,Tag,Zeros
"Battlefield Scrounger","Green","{3}{G}{G}","5","C","(Dominaria Remastered)","Creature — Centaur","3","3","""Threshold — Put three cards from your graveyard on the bottom of your library: Battlefield Scrounger gets +3/+3 until end of turn. Activate only once each turn and only if seven or more cards are in your graveyard.""","0","Daren Bader","""• Check the number of cards in your graveyard before activating the ability. If activating the ability causes that number to fall below seven, the ability still resolves as normal.""","688734","150","","2023-Feb-19_12:27:30","USD","3916","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","599024","3","$0.10","$0.30","3","3x","","f5a9f234-c1c1-4b4b-8385-6e0ced9977f1","457427","","0"
"Break Asunder","Green","{2}{G}{G}","4","C","(Dominaria Remastered)","Sorcery","0","0","""Destroy target artifact or enchantment.
Cycling {2} ({2}, Discard this card: Draw a card.)""","0","Jim Nelson","""""","688356","152","","2023-Feb-19_12:27:49","USD","3917","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","599026","2","$0.10","$0.20","2","2x","","80f334d2-d450-4a36-9b2e-ce81297b22e3","457155","","0"
"Cackling Fiend","Black","{2}{B}{B}","4","C","(Dominaria Remastered)","Creature — Zombie","2","1","""When Cackling Fiend enters the battlefield, each opponent discards a card.""","0","Brian Despain","""• If the opponent has no cards in hand, this has no effect.""","688696","76","","2023-Feb-19_12:51:10","USD","3964","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","598950","3","$0.12","$0.36","3","3x","","c7e4fa7f-a5d7-46cd-bc46-d3d231235460","457548","","0"
"Call of the Herd","Green","{2}{G}","3","U","(Dominaria Remastered)","Sorcery","0","0","""Create a 3/3 green Elephant creature token.
Flashback {3}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)""","0","Carl Critchlow","""• “Flashback [cost]” means “You may cast this card from your graveyard by paying [cost] rather than paying its mana cost” and “If the flashback cost was paid, exile this card instead of putting it anywhere else any time it would leave the stack.”
• You must still follow any timing restrictions and permissions, including those based on the card's type. For instance, you can cast a sorcery using flashback only when you could normally cast a sorcery.
• To determine the total cost of a spell, start with the mana cost or alternative cost (such as a flashback cost) you're paying, add any cost increases, then apply any cost reductions. The mana value of the spell is determined only by its mana cost, no matter what the total cost to cast the spell was.
• A spell cast using flashback will always be exiled afterward, whether it resolves, is countered, or leaves the stack in some other way.
• You can cast a spell using flashback even if it was somehow put into your graveyard without having been cast.
• If a card with flashback is put into your graveyard during your turn, you can cast it if it's legal to do so before any other player can take any actions.""","688735","153","","2023-Feb-19_05:29:39","USD","3856","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","599027","1","$0.15","$0.15","1","1x","","680bc22c-a80c-44db-aacd-aa80982202b9","457425","","0"
"Chain Lightning","Red","{R}","1","C","(Dominaria Remastered)","Sorcery","0","0","""Chain Lightning deals 3 damage to any target. Then that player or that permanent's controller may pay {R}{R}. If the player does, they may copy this spell and may choose a new target for that copy.""","0","Christopher Moeller","""• As Chain Lightning resolves, either the original or one of the copies, the targeted player or the controller of the targeted permanent may copy it. The copy has the same text, target, and color as the resolving spell, though the player creating the copy may choose a new target for it. Once that copy is created (or not), the Chain Lightning finishes resolving and leaves the stack.
• The player putting the copy of the spell on the stack controls that copy.
• The copy of Chain Lightning is created on the stack, so it’s not cast. Abilities that trigger when a player casts a spell won’t trigger. Players may respond to that spell before it resolves.
• If the targeted player or permanent is an illegal target as Chain Lightning tries to resolve, the spell doesn’t resolve and none of its effects happen. It can’t be copied.""","688716","113","","2023-Feb-19_12:40:16","USD","3942","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","598987","2","$0.29","$0.58","2","2x","","2105a0d9-ea2e-4ffc-be08-424b5617205d","460351","","0"
"Chain Lightning","Red","{R}","1","C","(Dominaria Remastered)","Sorcery","0","0","""Chain Lightning deals 3 damage to any target. Then that player or that permanent's controller may pay {R}{R}. If the player does, they may copy this spell and may choose a new target for that copy.""","0","Christopher Moeller","""• As Chain Lightning resolves, either the original or one of the copies, the targeted player or the controller of the targeted permanent may copy it. The copy has the same text, target, and color as the resolving spell, though the player creating the copy may choose a new target for it. Once that copy is created (or not), the Chain Lightning finishes resolving and leaves the stack.
• The player putting the copy of the spell on the stack controls that copy.
• The copy of Chain Lightning is created on the stack, so it’s not cast. Abilities that trigger when a player casts a spell won’t trigger. Players may respond to that spell before it resolves.
• If the targeted player or permanent is an illegal target as Chain Lightning tries to resolve, the spell doesn’t resolve and none of its effects happen. It can’t be copied.""","NULL","316","","2023-Feb-19_12:40:33","USD","3943","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","601385","1","$0.34","$0.34","1","1x","","e4dfc299-0cf5-40ab-9f50-11408ff82282","464879","","0"
"Chainer's Edict","Black","{1}{B}","2","U","(Dominaria Remastered)","Sorcery","0","0","""Target player sacrifices a creature.
Flashback {5}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)""","0","Dermot Power","""• “Flashback [cost]” means “You may cast this card from your graveyard by paying [cost] rather than paying its mana cost” and “If the flashback cost was paid, exile this card instead of putting it anywhere else any time it would leave the stack.”
• You must still follow any timing restrictions and permissions, including those based on the card's type. For instance, you can cast a sorcery using flashback only when you could normally cast a sorcery.
• To determine the total cost of a spell, start with the mana cost or alternative cost (such as a flashback cost) you're paying, add any cost increases, then apply any cost reductions. The mana value of the spell is determined only by its mana cost, no matter what the total cost to cast the spell was.
• A spell cast using flashback will always be exiled afterward, whether it resolves, is countered, or leaves the stack in some other way.
• You can cast a spell using flashback even if it was somehow put into your graveyard without having been cast.
• If a card with flashback is put into your graveyard during your turn, you can cast it if it's legal to do so before any other player can take any actions.""","NULL","425","","2023-Feb-19_05:37:39","USD","3875","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Borderless","Not Using","Have","","","Dominaria remastered 2/18/23","0","600976","1","$0.75","$0.75","1","1x","","7ecc1962-f4ad-4d76-a00a-f363e102018e","457235","","0"
"Chainer's Edict","Black","{1}{B}","2","U","(Dominaria Remastered)","Sorcery","0","0","""Target player sacrifices a creature.
Flashback {5}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)""","0","Mark Zug","""• “Flashback [cost]” means “You may cast this card from your graveyard by paying [cost] rather than paying its mana cost” and “If the flashback cost was paid, exile this card instead of putting it anywhere else any time it would leave the stack.”
• You must still follow any timing restrictions and permissions, including those based on the card's type. For instance, you can cast a sorcery using flashback only when you could normally cast a sorcery.
• To determine the total cost of a spell, start with the mana cost or alternative cost (such as a flashback cost) you're paying, add any cost increases, then apply any cost reductions. The mana value of the spell is determined only by its mana cost, no matter what the total cost to cast the spell was.
• A spell cast using flashback will always be exiled afterward, whether it resolves, is countered, or leaves the stack in some other way.
• You can cast a spell using flashback even if it was somehow put into your graveyard without having been cast.
• If a card with flashback is put into your graveyard during your turn, you can cast it if it's legal to do so before any other player can take any actions.""","688362","78","","2023-Feb-19_05:37:42","USD","3876","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","598952","1","$0.54","$0.54","1","1x","","8c204471-d908-4a08-83e4-cf38999fa80f","457110","","0"
"Circular Logic","Blue","{2}{U}","3","U","(Dominaria Remastered)","Instant","0","0","""Counter target spell unless its controller pays {1} for each card in your graveyard.
Madness {U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)""","0","Anthony S. Waters","""• Count the number of cards in your graveyard as Circular Logic resolves to determine how much the controller of the target spell has to pay. Circular Logic is still on the stack at that time. It doesn’t count itself.""","688363","42","","2023-Feb-19_05:41:30","USD","3886","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","598916","1","$0.20","$0.20","1","1x","","4b19fdac-da3e-4ebd-ae7b-6f31a97b2a0f","457166","","0"
"Cleric of the Forward Order","White","{1}{W}","2","C","(Dominaria Remastered)","Creature — Human Cleric","2","2","""When Cleric of the Forward Order enters the battlefield, you gain 2 life for each creature you control named Cleric of the Forward Order.""","0","Chris Rallis","""• Count the number of creatures named Cleric of the Forward Order you control as the ability resolves to determine how much life you gain. If the Cleric of the Forward Order with the ability that triggered is still on the battlefield, it will count itself.""","688582","3","","2023-Feb-19_13:08:52","USD","4008","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","598877","3","$0.10","$0.30","3","3x","","435b24ae-590f-4a79-8aeb-b006de6545ca","457391","","0"
"Clifftop Retreat","Land","","0","R","(Dominaria Remastered)","Land","0","0","""Clifftop Retreat enters the battlefield tapped unless you control a Mountain or a Plains.
{T}: Add {R} or {W}.""","0","Christine Choi","""""","688364","241","","2023-Feb-19_04:47:02","USD","3774","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","599115","1","$3.03","$3.03","1","1x","","7c5f775a-2eb3-4151-b21d-9fe62ae17f54","457092","","0"
"Cloud of Faeries","Blue","{1}{U}","2","C","(Dominaria Remastered)","Creature — Faerie","1","1","""Flying
When Cloud of Faeries enters the battlefield, untap up to two lands.
Cycling {2} ({2}, Discard this card: Draw a card.)""","0","Melissa A. Benson","""""","688678","43","","2023-Feb-19_12:59:01","USD","3985","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","598917","3","$0.25","$0.75","3","3x","","ed95f539-1d8b-408b-9af2-8c6f93fb98c8","457458","","0"
"Coal Stoker","Red","{3}{R}","4","C","(Dominaria Remastered)","Creature — Elemental","3","3","""When Coal Stoker enters the battlefield, if you cast it from your hand, add {R}{R}{R}.""","0","Mark Zug","""• If a nontoken creature enters the battlefield as a copy of this creature, the copy’s enters-the-battlefield ability will still trigger as long as you cast the spell that became that nontoken creature from your hand.
• If a token is created that’s a copy of Coal Stoker, the token wasn’t cast, and Coal Stoker’s ability won’t trigger. Similarly, if an effect copies Coal Stoker while it’s on the stack, the copy becomes a token, but the copy was created on the stack and not cast from your hand, so the ability won’t trigger in that case either.
• Coal Stoker’s ability isn’t a mana ability. It uses the stack and can be responded to.""","688717","114","","2023-Feb-19_12:40:40","USD","3944","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","598988","2","$0.10","$0.20","2","2x","","67c8578e-052f-4182-9bb1-fb35450d22c0","460509","","0"
"Confiscate","Blue","{4}{U}{U}","6","U","(Dominaria Remastered)","Enchantment — Aura","0","0","""Enchant permanent
You control enchanted permanent.""","0","Christopher Moeller","""• Gaining control of a permanent doesn’t cause you to gain control of any Auras or Equipment attached to it.
• Gaining control of an Aura or Equipment doesn’t change what it’s attached to.""","688366","44","","2023-Feb-19_05:18:02","USD","3815","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","598918","1","$0.20","$0.20","1","1x","","581dca85-a880-4ea2-a483-072bb50b7aee","457167","","0"
"Congregate","White","{3}{W}","4","U","(Dominaria Remastered)","Instant","0","0","""Target player gains 2 life for each creature on the battlefield.""","0","Mark Zug","""• Count the number of creatures as Congregate resolves to determine how much life is gained.""","688367","4","","2023-Feb-19_12:50:29","USD","3963","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","598878","1","$0.20","$0.20","1","1x","","89396f5e-5bc3-4c8a-976b-2cb2946eb35d","457207","","0"
"Counterspell","Blue","{U}{U}","2","C","(Dominaria Remastered)","Instant","0","0","""Counter target spell.""","0","Zack Stella","""""","688679","45","","2023-Feb-19_12:59:29","USD","3986","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","Foil","1","foil","Regular","Using","Have","","","Dominaria remastered 2/18/23","0","598919","0","$1.25","$1.25","1","1x","","02da8709-4228-4fed-9d2d-781e686661df","457501","","0"
"Counterspell","Blue","{U}{U}","2","C","(Dominaria Remastered)","Instant","0","0","""Counter target spell.""","0","Zack Stella","""""","688679","45","","2023-Feb-19_12:59:47","USD","3987","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Using","Have","","","Dominaria remastered 2/18/23","0","598919","3","$1.00","$3.00","3","3x","","02da8709-4228-4fed-9d2d-781e686661df","457501","","0"
"Counterspell","Blue","{U}{U}","2","C","(Dominaria Remastered)","Instant","0","0","""Counter target spell.""","0","Zack Stella","""""","NULL","281","","2023-Feb-19_13:00:25","USD","3988","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Using","Have","","","Dominaria remastered 2/18/23","0","601350","1","$0.83","$0.83","1","1x","","d14d5ff3-40c0-4f22-91ad-d6c8447cb9e0","458831","","0"
"Crop Rotation","Green","{G}","1","U","(Dominaria Remastered)","Instant","0","0","""As an additional cost to cast this spell, sacrifice a land.
Search your library for a land card, put that card onto the battlefield, then shuffle.""","0","DiTerlizzi","""• You can’t cast Crop Rotation without sacrificing a land, and you can’t sacrifice additional lands.""","688368","154","","2023-Feb-19_05:29:41","USD","3857","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","599028","1","$0.99","$0.99","1","1x","","523414cb-f8db-407a-808a-01454e03d8b9","457142","","0"
"Crosis's Catacombs","Land","","0","U","(Dominaria Remastered)","Land — Lair","0","0","""When Crosis's Catacombs enters the battlefield, sacrifice it unless you return a non-Lair land you control to its owner's hand.
{T}: Add {U}, {B}, or {R}.""","0","Kasia 'Kafis' Zielińska","""• This land is of type “Lair” only; other subtypes have been removed. It is not a basic land.
• You can return a land that is tapped or untapped.
• If you don't want to unsummon a land, you can play this card then tap it for mana before the enters the battlefield ability resolves. You may then choose to sacrifice it instead of unsummoning a land.""","688369","242","","2023-Feb-19_05:18:11","USD","3816","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","599116","1","$0.25","$0.25","1","1x","","52ce462b-e4de-4972-9e96-2e3d3a20d1fc","457108","","0"
"Damping Sphere","","{2}","2","U","(Dominaria Remastered)","Artifact","0","0","""If a land is tapped for two or more mana, it produces {C} instead of any other type and amount.
Each spell a player casts costs {1} more to cast for each other spell that player has cast this turn.""","0","Adam Paquette","""• If multiple replacement effects would modify the mana an ability you control produces, choose one to apply. After that, determine if any others are applicable. A replacement effect can’t apply to the same event more than once.
• Damping Sphere’s second ability counts spells that were cast during a turn even if Damping Sphere wasn’t on the battlefield as they were cast. For example, if Damping Sphere itself is the third spell you cast in a turn, the next spell you cast costs {3} more to cast.
• To determine the total cost of a spell, start with the mana cost or alternative cost (such as a flashback cost) you’re paying, add any cost increases, then apply any cost reductions. The mana value of the spell is determined only by its mana cost, no matter what the total cost to cast the spell was.""","688780","219","","2023-Feb-19_05:27:08","USD","3843","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","599093","1","$0.37","$0.37","1","1x","","550860b4-887d-423a-8add-816c2a8da615","461925","","0"
"Darigaaz's Caldera","Land","","0","U","(Dominaria Remastered)","Land — Lair","0","0","""When Darigaaz's Caldera enters the battlefield, sacrifice it unless you return a non-Lair land you control to its owner's hand.
{T}: Add {B}, {R}, or {G}.""","0","Franz Vohwinkel","""• This land is of type “Lair” only; other subtypes have been removed. It is not a basic land.
• If you don't want to unsummon a land, you can play this card then tap it for mana before the enters the battlefield ability resolves. You may then choose to sacrifice it instead of unsummoning a land.""","688370","243","","2023-Feb-19_05:18:31","USD","3817","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","599117","1","$0.25","$0.25","1","1x","","27b1ad2d-f02e-4e6b-a49a-f65d174bb0fc","457103","","0"
"Dark Depths","Land","","0","M","(Dominaria Remastered)","Legendary Snow Land","0","0","""Dark Depths enters the battlefield with ten ice counters on it.
{3}: Remove an ice counter from Dark Depths.
When Dark Depths has no ice counters on it, sacrifice it. If you do, create Marit Lage, a legendary 20/20 black Avatar creature token with flying and indestructible.""","0","Mathias Kollros","""• Dark Depths doesn’t have a mana ability. It doesn’t tap for colorless mana.
• The last ability of Dark Depths is a state trigger. It won’t trigger again while the ability is on the stack, but if the ability is countered and Dark Depths is still on the battlefield with no ice counters on it, it will trigger again immediately.
• If Dark Depths leaves the battlefield before its triggered ability resolves, you won’t be able to sacrifice it, so you won’t create Marit Lage.""","688373","244","","2023-Feb-19_04:48:45","USD","3783","Dominaria Remastered","(DMR)","(dmr)","DMR","[DMR]","[dmr]","DMR","dmr","","0","","Regular","Not Using","Have","","","Dominaria remastered 2/18/23","0","599118","1","$6.69","$6.69","1","1x","","3a8b11ad-d077-40b6-988c-0462e118fe3d","457067","","0"
