Name,Color,Mana Value,CMC,Rarity,Edition (name),Card Type,Power,Toughness,Card Text,Acquired Price,Artists,Card Rulings,CardMarket ID,Collector's number,Condition,Creation Date,Currency,Delver Local ID,Edition,Edition (CODE),Edition (code),Edition CODE,Edition [CODE],Edition [code],Edition code,Edition code MTGO,Foil,Foil quantity,Foil/Etched,Frame Type,In DECKs (being used),In LISTs (owned),Is Commander?,Language,List name,Loyalty,MultiverseID,Non-foil quantity,Price,Price (total),Quantity,QuantityX,Reserved List,Scryfall ID,TCGPlayer productID,Tag,Zeros
"Bag of Holding","","{1}","1","U","(Commander Legends: Battle for Baldur's Gate)","Artifact","0","0","""Whenever you discard a card, exile that card from your graveyard.
{2}, {T}: Draw a card, then discard a card.
{4}, {T}, Sacrifice Bag of Holding: Return all cards exiled with Bag of Holding to their owner's hand.""","0","Evyn Fong","""• If you discard a card but that card is not in your graveyard as Bag of Holding's first ability resolves, that card remains wherever it has moved.
• If you control more than one Bag of Holding, you choose which one will hold the discarded card. Other Bags of Holding can't return that card.
• You both draw and discard while Bag of Holding's second ability is resolving. No player may take any action—nor can anything else happen—until you've both drawn and discarded.
• If Bag of Holding is moved to exile when you sacrifice it (most likely due to Leyline of the Void's effect), it remains in exile. It won't be returned to your hand.
• If Bag of Holding leaves the battlefield, the items it contained are exiled forever (and, perhaps, scattered throughout the Astral Plane). If the same Bag of Holding card returns to the battlefield, it's considered a new object without access to the cards stored by the old object.""","660829","299","","2022-Oct-16_04:47:09","USD","756","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","Forgotten realms ","0","563182","1","$0.19","$0.19","1","1x","","290f4b4f-4f48-4031-b62a-91a0d6716ddd","273363","","0"
"Baleful Beholder","Black","{4}{B}{B}","6","C","(Adventures in the Forgotten Realms)","Creature — Beholder","6","5","""When Baleful Beholder enters the battlefield, choose one —
• Antimagic Cone — Each opponent sacrifices an enchantment.
• Fear Ray — Creatures you control gain menace until end of turn. (A creature with menace can't be blocked except by two or more creatures.)""","0","Lars Grant-West","""• In a multiplayer game, each opponent in turn order will choose which enchantment to sacrifice, and they get to know the choices made before them by other players. Once those decisions are made, the chosen enchantments are all sacrificed at the same time.""","571105","89","","2022-Oct-16_04:15:18","USD","564","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms ","0","527376","1","$0.14","$0.14","1","1x","","e52d6ef6-d8a3-4288-8917-4c0a179ed4e0","243152","","0"
"Baleful Beholder","Black","{4}{B}{B}","6","C","(Adventures in the Forgotten Realms)","Creature — Beholder","6","5","""When Baleful Beholder enters the battlefield, choose one —
• Antimagic Cone — Each opponent sacrifices an enchantment.
• Fear Ray — Creatures you control gain menace until end of turn. (A creature with menace can't be blocked except by two or more creatures.)""","0","Justine Jones","""• In a multiplayer game, each opponent in turn order will choose which enchantment to sacrifice, and they get to know the choices made before them by other players. Once those decisions are made, the chosen enchantments are all sacrificed at the same time.""","571106","311","","2022-Oct-16_04:51:04","USD","794","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Showcase","Not Using","Have","","","Forgotten realms ","0","530945","1","$0.20","$0.20","1","1x","","204f3cba-df13-4c89-b92d-47ee3be6809c","243133","","0"
"Bar the Gate","Blue","{2}{U}","3","C","(Adventures in the Forgotten Realms)","Instant","0","0","""Counter target creature or planeswalker spell. Venture into the dungeon. (Enter the first room or advance to the next room.)""","0","Johannes Voss","""• To venture into the dungeon, a player moves their venture marker into the next room of the dungeon they are currently in. If they aren't currently in a dungeon, that player instead chooses a dungeon card from outside the game, puts it into the command zone, and moves their venture marker onto the first room.
• Moving into a dungeon room will cause its room ability to trigger.
• Once you resolve the last room ability of a dungeon, that dungeon is now completed and is removed from the game.
• A player may only have one dungeon in the command zone at a time.
• The player venturing into the dungeon chooses which dungeon they will venture into. They may choose a dungeon that they have already completed this game.
• Dungeon cards are not part of a player's deck or sideboard. In both constructed and limited formats, players can use any dungeon card when they venture into the dungeon.
• You can only move forward (well, downward) in a dungeon, never backwards or sideways.
• Dungeons are removed from the game as a state-based action.
• If you somehow venture into the dungeon while a room's ability is on the stack, you will continue on in the dungeon. If you're already in the last room, complete that dungeon and start a new one.
• Choosing the dungeon or room to venture into is part of resolving the venture into the dungeon keyword action. Once that choice is made, players may not respond until after the appropriate room ability has triggered.""","571196","47","","2022-Oct-16_03:30:31","USD","490","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","Foil","1","foil","Regular","Not Using","Have","","","Forgotten realms ","0","527334","0","$0.25","$0.25","1","1x","","b9b1e53f-1384-4860-9944-e68922afc65c","243213","","0"
"Bar the Gate","Blue","{2}{U}","3","C","(Adventures in the Forgotten Realms)","Instant","0","0","""Counter target creature or planeswalker spell. Venture into the dungeon. (Enter the first room or advance to the next room.)""","0","Johannes Voss","""• To venture into the dungeon, a player moves their venture marker into the next room of the dungeon they are currently in. If they aren't currently in a dungeon, that player instead chooses a dungeon card from outside the game, puts it into the command zone, and moves their venture marker onto the first room.
• Moving into a dungeon room will cause its room ability to trigger.
• Once you resolve the last room ability of a dungeon, that dungeon is now completed and is removed from the game.
• A player may only have one dungeon in the command zone at a time.
• The player venturing into the dungeon chooses which dungeon they will venture into. They may choose a dungeon that they have already completed this game.
• Dungeon cards are not part of a player's deck or sideboard. In both constructed and limited formats, players can use any dungeon card when they venture into the dungeon.
• You can only move forward (well, downward) in a dungeon, never backwards or sideways.
• Dungeons are removed from the game as a state-based action.
• If you somehow venture into the dungeon while a room's ability is on the stack, you will continue on in the dungeon. If you're already in the last room, complete that dungeon and start a new one.
• Choosing the dungeon or room to venture into is part of resolving the venture into the dungeon keyword action. Once that choice is made, players may not respond until after the appropriate room ability has triggered.""","571196","47","","2022-Oct-16_04:03:02","USD","516","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms ","0","527334","1","$0.15","$0.15","1","1x","","b9b1e53f-1384-4860-9944-e68922afc65c","243213","","0"
"Barbarian Class","Red","{R}","1","U","(Adventures in the Forgotten Realms)","Enchantment — Class","0","0","""(Gain the next level as a sorcery to add its ability.)
If you would roll one or more dice, instead roll that many dice plus one and ignore the lowest roll.
{1}{R}: Level 2
Whenever you roll one or more dice, target creature you control gets +2/+0 and gains menace until end of turn.
{2}{R}: Level 3
Creatures you control have haste.""","0","Campbell White","""• Each Class has five abilities. The three in the major sections of its text box are class abilities. Class abilities can be static, activated, or triggered abilities. The other two are level abilities, one activated ability to advance the Class to level 2 and another to advance the Class to level 3.
• Each Class starts with only the first of three class abilities. As the first level ability resolves, the Class becomes level 2 and gains the second class ability. As the second level ability resolves, the Class becomes level 3 and gains the third class ability.
• Gaining a level won't remove abilities that a Class had at a previous level.
• Gaining a level is a normal activated ability. It uses the stack and can be responded to.
• You can't activate the first level ability of a Class unless that Class is level 1. Similarly, you can't activate the second level ability of a Class unless that Class is level 2.
• You can multiclass or even control multiple Class enchantments of the same class. Each Class permanent tracks its own level separately.
• Some Class cards have an effect that increases when more are under your control. For example, if you have multiple Barbarian Class cards, you roll that many additional dice and ignore that many of the lowest rolls.""","571400","131","","2022-Oct-16_03:32:16","USD","507","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","Foil","1","foil","Regular","Not Using","Have","","","Forgotten realms ","0","527418","0","$0.42","$0.42","1","1x","","647c2269-bdc7-4455-9158-73abbff6e50e","243331","","0"
"Barbarian Class","Red","{R}","1","U","(Adventures in the Forgotten Realms)","Enchantment — Class","0","0","""(Gain the next level as a sorcery to add its ability.)
If you would roll one or more dice, instead roll that many dice plus one and ignore the lowest roll.
{1}{R}: Level 2
Whenever you roll one or more dice, target creature you control gets +2/+0 and gains menace until end of turn.
{2}{R}: Level 3
Creatures you control have haste.""","0","Campbell White","""• Each Class has five abilities. The three in the major sections of its text box are class abilities. Class abilities can be static, activated, or triggered abilities. The other two are level abilities, one activated ability to advance the Class to level 2 and another to advance the Class to level 3.
• Each Class starts with only the first of three class abilities. As the first level ability resolves, the Class becomes level 2 and gains the second class ability. As the second level ability resolves, the Class becomes level 3 and gains the third class ability.
• Gaining a level won't remove abilities that a Class had at a previous level.
• Gaining a level is a normal activated ability. It uses the stack and can be responded to.
• You can't activate the first level ability of a Class unless that Class is level 1. Similarly, you can't activate the second level ability of a Class unless that Class is level 2.
• You can multiclass or even control multiple Class enchantments of the same class. Each Class permanent tracks its own level separately.
• Some Class cards have an effect that increases when more are under your control. For example, if you have multiple Barbarian Class cards, you roll that many additional dice and ignore that many of the lowest rolls.""","571400","131","","2022-Oct-16_04:48:20","USD","771","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms ","0","527418","1","$0.25","$0.25","1","1x","","647c2269-bdc7-4455-9158-73abbff6e50e","243331","","0"
"Barrowin of Clan Undurr","White/Black","{2}{W}{B}","4","U","(Adventures in the Forgotten Realms)","Legendary Creature — Dwarf Cleric","3","3","""When Barrowin of Clan Undurr enters the battlefield, venture into the dungeon. (Enter the first room or advance to the next room.)
Whenever Barrowin of Clan Undurr attacks, return up to one creature card with mana value 3 or less from your graveyard to the battlefield if you've completed a dungeon.""","0","Manuel Castañón","""• Barrowin of Clan Undurr's last ability works even if it wasn't on the battlefield when you completed a dungeon.
• To venture into the dungeon, a player moves their venture marker into the next room of the dungeon they are currently in. If they aren't currently in a dungeon, that player instead chooses a dungeon card from outside the game, puts it into the command zone, and moves their venture marker onto the first room.
• Moving into a dungeon room will cause its room ability to trigger.
• Once you resolve the last room ability of a dungeon, that dungeon is now completed and is removed from the game.
• A player may only have one dungeon in the command zone at a time.
• The player venturing into the dungeon chooses which dungeon they will venture into. They may choose a dungeon that they have already completed this game.
• Dungeon cards are not part of a player's deck or sideboard. In both constructed and limited formats, players can use any dungeon card when they venture into the dungeon.
• You can only move forward (well, downward) in a dungeon, never backwards or sideways.
• Dungeons are removed from the game as a state-based action.
• If you somehow venture into the dungeon while a room's ability is on the stack, you will continue on in the dungeon. If you're already in the last room, complete that dungeon and start a new one.
• Choosing the dungeon or room to venture into is part of resolving the venture into the dungeon keyword action. Once that choice is made, players may not respond until after the appropriate room ability has triggered.""","571295","218","","2022-Oct-16_04:09:36","USD","540","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms ","0","527505","1","$0.25","$0.25","1","1x","","6896c311-5593-4437-b945-43ade9665e43","243233","","0"
"Battle Cry Goblin","Red","{1}{R}","2","U","(Adventures in the Forgotten Realms)","Creature — Goblin","2","2","""{1}{R}: Goblins you control get +1/+0 and gain haste until end of turn.
Pack tactics — Whenever Battle Cry Goblin attacks, if you attacked with creatures with total power 6 or greater this combat, create a 1/1 red Goblin creature token that's tapped and attacking.""","0","April Prime","""• Battle Cry Goblin's activated ability will affect only Goblins you control as it resolves. If you activate it before attacking and then create a Goblin with its triggered ability during combat, the Goblin you create will not get +1/+0.""","571094","132","","2022-Oct-16_04:40:31","USD","684","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms ","0","527419","1","$0.45","$0.45","1","1x","","9766a427-2bb3-4028-a502-d1194cdc93aa","243156","","0"
"Battle Cry Goblin","Red","{1}{R}","2","U","(Adventures in the Forgotten Realms)","Creature — Goblin","2","2","""{1}{R}: Goblins you control get +1/+0 and gain haste until end of turn.
Pack tactics — Whenever Battle Cry Goblin attacks, if you attacked with creatures with total power 6 or greater this combat, create a 1/1 red Goblin creature token that's tapped and attacking.""","0","April Prime","""• Battle Cry Goblin's activated ability will affect only Goblins you control as it resolves. If you activate it before attacking and then create a Goblin with its triggered ability during combat, the Goblin you create will not get +1/+0.""","571094","132","","2022-Oct-16_04:44:54","USD","727","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms ","0","527419","1","$0.45","$0.45","1","1x","","9766a427-2bb3-4028-a502-d1194cdc93aa","243156","","0"
"Black Dragon","Black","{5}{B}{B}","7","U","(Adventures in the Forgotten Realms)","Creature — Dragon","4","4","""Flying
Acid Breath — When Black Dragon enters the battlefield, target creature an opponent controls gets -3/-3 until end of turn.""","0","Jason A. Engle","""""","571090","291","","2022-Oct-16_04:23:10","USD","608","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Borderless","Not Using","Have","","","Forgotten realms ","0","530706","1","$0.38","$0.38","1","1x","","b7c4c732-46b4-43f6-9466-fcfc86a99df3","243077","","0"
"Black Dragon","Black","{5}{B}{B}","7","U","(Adventures in the Forgotten Realms)","Creature — Dragon","4","4","""Flying
Acid Breath — When Black Dragon enters the battlefield, target creature an opponent controls gets -3/-3 until end of turn.""","0","Mark Zug","""""","571089","90","","2022-Oct-16_04:45:10","USD","729","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms ","0","527377","1","$0.24","$0.24","1","1x","","aaca283a-39f1-4ae7-98fb-7821a927ef86","243074","","0"
"Black Dragon","Black","{5}{B}{B}","7","U","(Adventures in the Forgotten Realms)","Creature — Dragon","4","4","""Flying
Acid Breath — When Black Dragon enters the battlefield, target creature an opponent controls gets -3/-3 until end of turn.""","0","Mark Zug","""""","571089","90","","2022-Oct-16_04:45:18","USD","731","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms ","0","527377","1","$0.24","$0.24","1","1x","","aaca283a-39f1-4ae7-98fb-7821a927ef86","243074","","0"
"Blink Dog","White","{2}{W}","3","U","(Adventures in the Forgotten Realms)","Creature — Dog","1","1","""Double strike
Teleport — {3}{W}: Blink Dog phases out. (Treat it and anything attached to it as though they don't exist until your next turn.)""","0","Oriana Menendez","""• Phased out permanents are treated as though they don't exist. They can't be the target of spells or abilities, their static abilities have no effect on the game, their triggered abilities can't trigger, they can't attack or block, and so on.
• As Blink Dog phases out, Auras and Equipment attached to it also phase out at the same time. Those Auras and Equipment will phase in at the same time Blink Dog does, and they'll phase in still attached to Blink Dog.
• Permanents phase back in during their controller's untap step, immediately before that player untaps their permanents. Creatures that phase in this way are able to attack and pay a cost of {T} during that turn. If a permanent had counters on it when it phased out, it will have those counters when it phases back in.
• An attacking or blocking creature that phases out is removed from combat.
• Phasing out doesn't cause any “leaves the battlefield” abilities to trigger. Similarly, phasing in won't cause any “enters the battlefield” abilities to trigger.
• Any continuous effects with a “for as long as” duration, such as that of Mind Flayer, ignore phased-out objects. If ignoring those objects causes the effect's conditions to no longer be met, the duration will expire.
• Choices made for permanents as they entered the battlefield are remembered when they phase in.
• If an opponent gains control of your Blink Dog, activates its Teleport ability, and the duration of the control-change effect expires before it phases in, Blink Dog phases in under your control as that opponent's next untap step begins. If they leave the game before their next untap step, Blink Dog phases in as the next untap step begins after their turn would have begun.""","571889","3","","2022-Oct-16_04:30:41","USD","621","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms ","0","527290","1","$0.20","$0.20","1","1x","","cc040492-7fb7-4fdb-aafe-8179e5f2b28c","243583","","0"
"Blink Dog","White","{2}{W}","3","U","(Adventures in the Forgotten Realms)","Creature — Dog","1","1","""Double strike
Teleport — {3}{W}: Blink Dog phases out. (Treat it and anything attached to it as though they don't exist until your next turn.)""","0","Pedro Potier","""• Phased out permanents are treated as though they don't exist. They can't be the target of spells or abilities, their static abilities have no effect on the game, their triggered abilities can't trigger, they can't attack or block, and so on.
• As Blink Dog phases out, Auras and Equipment attached to it also phase out at the same time. Those Auras and Equipment will phase in at the same time Blink Dog does, and they'll phase in still attached to Blink Dog.
• Permanents phase back in during their controller's untap step, immediately before that player untaps their permanents. Creatures that phase in this way are able to attack and pay a cost of {T} during that turn. If a permanent had counters on it when it phased out, it will have those counters when it phases back in.
• An attacking or blocking creature that phases out is removed from combat.
• Phasing out doesn't cause any “leaves the battlefield” abilities to trigger. Similarly, phasing in won't cause any “enters the battlefield” abilities to trigger.
• Any continuous effects with a “for as long as” duration, such as that of Mind Flayer, ignore phased-out objects. If ignoring those objects causes the effect's conditions to no longer be met, the duration will expire.
• Choices made for permanents as they entered the battlefield are remembered when they phase in.
• If an opponent gains control of your Blink Dog, activates its Teleport ability, and the duration of the control-change effect expires before it phases in, Blink Dog phases in under your control as that opponent's next untap step begins. If they leave the game before their next untap step, Blink Dog phases in as the next untap step begins after their turn would have begun.""","572034","300","","2022-Oct-16_04:45:50","USD","742","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Showcase","Not Using","Have","","","Forgotten realms ","0","530934","1","$0.25","$0.25","1","1x","","4fcf1082-25ac-4537-9fd9-631f834097ad","243584","","0"
