Name,Color,Mana Value,CMC,Rarity,Edition (name),Card Type,Power,Toughness,Card Text,Acquired Price,Artists,Card Rulings,CardMarket ID,Collector's number,Condition,Creation Date,Currency,Delver Local ID,Edition,Edition (CODE),Edition (code),Edition CODE,Edition [CODE],Edition [code],Edition code,Edition code MTGO,Foil,Foil quantity,Foil/Etched,Frame Type,In DECKs (being used),In LISTs (owned),Is Commander?,Language,List name,Loyalty,MultiverseID,Non-foil quantity,Price,Price (total),Quantity,QuantityX,Reserved List,Scryfall ID,TCGPlayer productID,Tag,Zeros
"Bag of Holding","","{1}","1","U","(Commander Legends: Battle for Baldur's Gate)","Artifact","0","0","""Whenever you discard a card, exile that card from your graveyard.
{2}, {T}: Draw a card, then discard a card.
{4}, {T}, Sacrifice Bag of Holding: Return all cards exiled with Bag of Holding to their owner's hand.""","0","Evyn Fong","""• If you discard a card but that card is not in your graveyard as Bag of Holding's first ability resolves, that card remains wherever it has moved.
• If you control more than one Bag of Holding, you choose which one will hold the discarded card. Other Bags of Holding can't return that card.
• You both draw and discard while Bag of Holding's second ability is resolving. No player may take any action—nor can anything else happen—until you've both drawn and discarded.
• If Bag of Holding is moved to exile when you sacrifice it (most likely due to Leyline of the Void's effect), it remains in exile. It won't be returned to your hand.
• If Bag of Holding leaves the battlefield, the items it contained are exiled forever (and, perhaps, scattered throughout the Astral Plane). If the same Bag of Holding card returns to the battlefield, it's considered a new object without access to the cards stored by the old object.""","660829","299","","2023-Jan-30_21:34:11","USD","2059","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563182","1","$0.19","$0.19","1","1x","","290f4b4f-4f48-4031-b62a-91a0d6716ddd","273363","","0"
"Band Together","Green","{2}{G}","3","C","(Commander Legends: Battle for Baldur's Gate)","Instant","0","0","""Up to two target creatures you control each deal damage equal to their power to another target creature.""","0","Brian Valeza","""• If one of the two target creatures you control is an illegal target as Band Together resolves, the other will still deal damage equal to its power.
• If the last target creature is an illegal target as Band Together resolves, or if both of the first targets are illegal targets, no creature deals or is dealt damage.""","660904","216","","2023-Feb-05_02:03:23","USD","2763","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563099","2","$0.18","$0.36","2","2x","","c454312c-ba0d-4b93-a3f5-e7764fcfbe20","273304","","0"
"Bane's Invoker","White","{1}{W}","2","C","(Commander Legends: Battle for Baldur's Gate)","Creature — Human Cleric","2","2","""Wind Walk — {8}: Up to two target creatures each get +2/+2 and gain flying until end of turn.""","0","Joe Slucher","""""","658447","7","","2023-Feb-05_01:46:51","USD","2718","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","562890","2","$0.12","$0.24","2","2x","","2164a728-131f-41ce-9346-8036c86543e2","272546","","0"
"Basilisk Gate","Land","","0","C","(Commander Legends: Battle for Baldur's Gate)","Land — Gate","0","0","""{T}: Add {C}.
{2}, {T}: Target creature gets +X/+X until end of turn, where X is the number of Gates you control. Activate only as a sorcery.""","0","Julian Kok Joon Wen","""""","660832","346","","2023-Mar-19_03:59:44","USD","4800","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563229","3","$0.51","$1.53","3","3x","","4a306025-d429-4006-b7ed-bdb287e83f57","273362","","0"
"Beckoning Will-o'-Wisp","White","{2}{W}","3","U","(Commander Legends: Battle for Baldur's Gate)","Creature — Spirit","1","3","""Flying
Lure the Unwary — At the beginning of combat on your turn, choose an opponent.
Creatures attacking the last chosen player get +1/+0.""","0","Sam White","""""","660259","10","","2023-May-17_15:53:18","USD","5529","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","562893","1","$0.19","$0.19","1","1x","","dc02d647-b95b-4442-a924-64a4c94a4e8d","273016","","0"
"Bhaal's Invoker","Red","{2}{R}","3","C","(Commander Legends: Battle for Baldur's Gate)","Creature — Dragon Shaman","4","2","""Scorching Ray — {8}: Bhaal's Invoker deals 4 damage to each opponent.""","0","Deruchenko Alexander","""""","658473","163","","2023-Feb-05_01:54:54","USD","2740","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563046","2","$0.15","$0.30","2","2x","","3fd3e535-8412-4f79-a2b1-dfda9db1c496","272591","","0"
"Blessed Hippogriff // Tyr's Blessing","White","{3}{W} // {W}","4","C","(Commander Legends: Battle for Baldur's Gate)","Creature — Hippogriff // Instant — Adventure","2","3","""Flying
Whenever Blessed Hippogriff attacks, target attacking creature without flying gains flying until end of turn.
<>
Target creature gains indestructible until end of turn. (Then exile this card. You may cast the creature later from exile.)""","0","Leanna Crossan","""• An adventurer card is a permanent card in every zone except the stack, as well as while on the stack if not cast as an Adventure. Ignore its alternative characteristics in those cases. For example, while it’s in your graveyard, Altar of Bhaal is an artifact card whose mana value is 2.
• When casting a spell as an Adventure, use the alternative characteristics and ignore all of the card’s normal characteristics. The spell’s color, mana cost, mana value, and so on are determined by only those alternative characteristics. If the spell leaves the stack, it immediately resumes using its normal characteristics.
• If you cast an adventurer card as an Adventure, use only its alternative characteristics to determine whether it’s legal to cast that spell.
• If a spell is cast as an Adventure, its controller exiles it instead of putting it into its owner’s graveyard as it resolves. For as long as it remains exiled, that player may cast it as a permanent spell. If an Adventure spell leaves the stack in any way other than resolving (most likely by being countered or by failing to resolve because its targets have all become illegal), that card won’t be exiled and the spell’s controller won’t be able to cast it as a permanent later.
• If an adventurer card ends up in exile for any other reason than by exiling itself while resolving, it won’t give you permission to cast it as a permanent spell.
• You must still follow any relevant timing rules for the permanent spell you cast from exile. Normally, you’ll be able to cast it only during your main phase while the stack is empty.
• If an effect copies an Adventure spell, that copy is exiled as it resolves. It ceases to exist as a state-based action; it’s not possible to cast the copy from exile.
• An effect may refer to a card, spell, or permanent that “has an Adventure.” This refers to a card, spell, or permanent that has an adventurer card’s set of alternative characteristics, even if they’re not being used and even if that card was never cast as an Adventure.
• If an object becomes a copy of an object that has an Adventure, the copy also has an Adventure. If it changes zones, it will either cease to exist (if it’s a token) or cease to be a copy (if it’s a nontoken permanent), and so you won’t be able to cast it as an Adventure.
• If an effect instructs you to choose a card name, you may choose the alternative Adventure name. Consider only the alternative characteristics to determine whether that is an appropriate name to choose.
• Casting a card as an Adventure isn’t casting it for an alternative cost. Effects that allow you to cast a spell for an alternative cost or without paying its mana cost may allow you to apply those to the Adventure.""","660840","11","","2023-Feb-05_01:47:05","USD","2719","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","0","3","$0.15","$0.45","3","3x","","b4590e53-ca8d-4896-a8cf-6af1e4bc456f","273305","","0"
"Blur","Blue","{2}{U}","3","C","(Commander Legends: Battle for Baldur's Gate)","Instant","0","0","""Exile target creature you control, then return that card to the battlefield under its owner's control.
Draw a card.""","0","Dave Greco","""• When the card returns to the battlefield, it will be a new object with no connection to the card that was exiled. Auras attached to the exiled creature will be put into their owners' graveyards. Any Equipment will become unattached and remain on the battlefield. Any counters on the exiled creature will cease to exist.
• If a token is exiled this way, it will cease to exist and won't return to the battlefield.""","658456","58","","2023-Feb-02_03:07:16","USD","2485","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","562941","2","$0.24","$0.48","2","2x","","77a43413-3ab0-4ef6-83de-192a11d48f00","272558","","0"
"Breath Weapon","Red","{2}{R}","3","C","(Commander Legends: Battle for Baldur's Gate)","Instant","0","0","""Breath Weapon deals 2 damage to each non-Dragon creature.""","0","Adam Vehige","""""","660825","165","","2023-Feb-05_01:54:27","USD","2739","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563048","2","$0.28","$0.56","2","2x","","0174e40a-0ef5-4439-91e6-3fc39f482520","273294","","0"
"Bronze Walrus","","{3}","3","C","(Commander Legends: Battle for Baldur's Gate)","Artifact Creature — Walrus","2","2","""When Bronze Walrus enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)
{T}: Add one mana of any color.""","0","James Paick","""""","660923","302","","2023-Mar-19_03:50:00","USD","4773","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563185","2","$0.19","$0.38","2","2x","","b2cfd2c0-2110-47f1-809e-487b9b0a1043","273365","","0"
"Burnished Hart","","{3}","3","U","(Commander Legends: Battle for Baldur's Gate)","Artifact Creature — Elk","2","2","""{3}, Sacrifice Burnished Hart: Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.""","0","Jakub Kasper","""""","659878","303","","2023-Jan-30_21:33:50","USD","2047","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563186","1","$0.25","$0.25","1","1x","","98c3f711-7191-4621-b36e-6c1e281216e2","272978","","0"
"Campfire","","{1}","1","U","(Commander Legends: Battle for Baldur's Gate)","Artifact","0","0","""{1}, {T}: You gain 2 life.
{2}, {T}, Exile Campfire: Put all commanders you own from the command zone and from your graveyard into your hand. Then shuffle your graveyard into your library.""","0","Edgar Sánchez Hidalgo","""""","659880","304","","2023-Jan-30_21:34:05","USD","2056","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563187","1","$0.25","$0.25","1","1x","","ba581225-0966-4ff0-be04-1ad11f37937f","272903","","0"
"Candlekeep Sage","Blue","{2}{U}","3","C","(Commander Legends: Battle for Baldur's Gate)","Legendary Enchantment — Background","0","0","""Commander creatures you own have ""When this creature enters or leaves the battlefield, draw a card.""""","0","Kim Sokol","""• Choose a Background is a variant of the partner ability. You may have two commanders if one of them is a legendary creature with the choose a background ability and the other is a legendary Background enchantment. Backgrounds and cards with choose a Background do not interact with cards which have any other partner ability.
• If your Commander deck has two commanders, you can include only cards whose own color identities are also found in your commanders’ combined color identities.
• Both commanders start in the command zone, and the remaining 98 cards (or 58 cards in a Commander Draft game) of your deck are shuffled to become your library.
• If your commander loses the choose a Background ability or stops being a Background during the game, as appropriate, it is still your commander.
• Once the game begins, your two commanders are tracked separately. If you cast one, you won’t have to pay an additional {2} the first time you cast the other. A player loses the game after having been dealt 21 combat damage from any one of them, not from both of them combined (although your Background won’t usually be a creature anyway).
• If something refers to your commander while you have two commanders, it refers to one of them of your choice. If you are instructed to perform an action on your commander (e.g. put it from the command zone into your hand due to Command Beacon), you choose one of your commanders at the time the effect happens.
• An effect that checks whether you control your commander is satisfied if you control one or both of your two commanders.
• You can choose two commanders that are the same color or colors.
• If a card refers to a commander creature you own, a Background won't usually be counted or included for that effect. If another spell or ability causes your Background to become a creature, however, it will be included. Any effect that refers to your commander or a commander you own or control without specifying creature will apply to a Background that is your commander, as appropriate.
• If you control a Background that grants an ability to commander creatures you own, and you own more than one commander creature, each of them will have that ability.""","660853","60","","2023-Feb-02_03:07:17","USD","2486","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","562943","2","$0.14","$0.28","2","2x","","6f706ac3-0ad8-44ac-a99e-21c04075951d","273291","","0"
"Carefree Swinemaster","Green","{2}{G}","3","C","(Commander Legends: Battle for Baldur's Gate)","Creature — Gnome Ranger","1","4","""Whenever Carefree Swinemaster attacks, you may pay {1}{G}. If you do, create a 2/2 green Boar creature token that's tapped and attacking.""","0","Michal Ivan","""• While resolving Carefree Swinemaster's triggered ability, you can't pay the cost multiple times to create more than one token.
• You choose which player or planeswalker is being attacked by the Boar token as it enters the battlefield. It doesn't have to be the same player or planeswalker that Carefree Swinemaster is attacking.
• Although the token created is an attacking creature, it was never declared as an attacking creature. This means that abilities that trigger whenever a creature attacks won't trigger when it enters the battlefield attacking.""","660906","219","","2023-Feb-05_02:03:37","USD","2764","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563102","2","$0.14","$0.28","2","2x","","ad8d2b97-72b9-4bde-ad31-fd9562512d30","273313","","0"
"Carnelian Orb of Dragonkind","Red","{2}{R}","3","C","(Commander Legends: Battle for Baldur's Gate)","Artifact","0","0","""{T}: Add {R}. If that mana is spent on a Dragon creature spell, it gains haste until end of turn.""","0","Olena Richards","""• The mana created by Carnelian Orb of Dragonkind can be spent on anything, not just Dragon creature spells.
• If the mana from Carnelian Orb of Dragonkind is spent to pay any part of the Dragon creature spell's cost, including an alternative or additional cost, the Dragon will gain haste until end of turn.
• An instant or sorcery spell is not a creature spell, even if that spell creates Dragon creature tokens.
• If the mana is spent on a non-Dragon spell that becomes a Dragon later in the turn, that creature won't have haste.""","659859","166","","2023-Feb-05_01:55:06","USD","2741","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563049","2","$0.30","$0.60","2","2x","","e7e41166-bdaa-4aed-986a-7be1d043240c","272973","","0"
"Chain Devil","Black","{3}{B}","4","C","(Commander Legends: Battle for Baldur's Gate)","Creature — Devil","4","2","""Animate Chains — When Chain Devil enters the battlefield, each player sacrifices a nontoken creature.""","0","Bartek Fedyczak","""""","660871","120","","2023-Jan-31_13:12:51","USD","2125","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563003","2","$0.15","$0.30","2","2x","","3b434c1d-792e-4ca7-aea0-938e85fe167c","273395","","0"
"Charcoal Diamond","","{2}","2","C","(Commander Legends: Battle for Baldur's Gate)","Artifact","0","0","""Charcoal Diamond enters the battlefield tapped.
{T}: Add {B}.""","0","Phil Stone","""""","659094","442","","2023-Mar-19_03:50:21","USD","4774","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Showcase","Not Using","Have","","","CLBG 1/30/23","0","570315","1","$0.20","$0.20","1","1x","","44c435b6-4010-4bb6-b645-67732b1ebeab","272561","","0"
"Chardalyn Dragon","","{6}","6","C","(Commander Legends: Battle for Baldur's Gate)","Artifact Creature — Dragon","4","4","""Flying""","0","Sergey Glushakov","""""","660924","306","","2023-Mar-19_03:50:34","USD","4775","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563189","2","$0.15","$0.30","2","2x","","a950d8be-dcf7-4253-a3cc-c040ba632355","273367","","0"
"Circle of the Land Druid","Green","{1}{G}","2","C","(Commander Legends: Battle for Baldur's Gate)","Creature — Gnome Druid","1","1","""When Circle of the Land Druid enters the battlefield, you may mill four cards. (You may put the top four cards of your library into your graveyard.)
Natural Recovery — When Circle of the Land Druid dies, return target land card from your graveyard to your hand.""","0","Alexandre Honoré","""""","660827","220","","2023-Feb-05_02:03:57","USD","2765","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563103","2","$0.16","$0.32","2","2x","","1e84fc74-5b33-423a-82c7-983320fce7a3","273314","","0"
"Cloak of the Bat","","{2}","2","C","(Commander Legends: Battle for Baldur's Gate)","Artifact — Equipment","0","0","""Equipped creature has flying and haste.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)""","0","Dominik Mayer","""""","660925","307","","2023-Mar-19_03:50:53","USD","4776","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563190","2","$0.20","$0.40","2","2x","","2f508a65-ff32-480a-b9c6-075074d0c3c3","273369","","0"
"Cloakwood Swarmkeeper","Green","{G}","1","C","(Commander Legends: Battle for Baldur's Gate)","Creature — Elf Ranger","1","1","""Gathered Swarm — Whenever one or more tokens enter the battlefield under your control, put a +1/+1 counter on Cloakwood Swarmkeeper.""","0","Yangtian Li","""""","660907","222","","2023-Feb-05_02:09:36","USD","2766","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563105","2","$0.20","$0.40","2","2x","","b6918a85-1a10-4a73-917c-23bd0a877a04","273317","","0"
"Clockwork Fox","","{3}","3","C","(Commander Legends: Battle for Baldur's Gate)","Artifact Creature — Fox","3","2","""When Clockwork Fox leaves the battlefield, you draw two cards and each opponent draws a card.""","0","Daniel Ljunggren","""""","660926","308","","2023-Mar-19_03:51:10","USD","4777","Commander Legends: Battle for Baldur's Gate","(CLB)","(clb)","CLB","[CLB]","[clb]","CLB","clb","","0","","Regular","Not Using","Have","","","CLBG 1/30/23","0","563191","3","$0.15","$0.45","3","3x","","8fbb37d7-7053-4b1f-b899-91695f88f7e0","273370","","0"
