Name,Color,Mana Value,CMC,Rarity,Edition (name),Card Type,Power,Toughness,Card Text,Acquired Price,Artists,Card Rulings,CardMarket ID,Collector's number,Condition,Creation Date,Currency,Delver Local ID,Edition,Edition (CODE),Edition (code),Edition CODE,Edition [CODE],Edition [code],Edition code,Edition code MTGO,Foil,Foil quantity,Foil/Etched,Frame Type,In DECKs (being used),In LISTs (owned),Is Commander?,Language,List name,Loyalty,MultiverseID,Non-foil quantity,Price,Price (total),Quantity,QuantityX,Reserved List,Scryfall ID,TCGPlayer productID,Tag,Zeros
"Bulette","Green","{3}{G}","4","C","(Adventures in the Forgotten Realms)","Creature — Beast","3","3","""At the beginning of your end step, if a creature died this turn, put a +1/+1 counter on Bulette.""","0","Jason Kang","""""","571199","173","","2023-Feb-05_17:38:53","USD","2929","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527460","1","$0.11","$0.11","1","1x","","206a9e7b-45c1-4213-8fc4-27d90e2ab0e9","243203","","0"
"Bulette","Green","{3}{G}","4","C","(Adventures in the Forgotten Realms)","Creature — Beast","3","3","""At the beginning of your end step, if a creature died this turn, put a +1/+1 counter on Bulette.""","0","Pedro Potier","""""","571200","324","","2023-Feb-05_17:39:20","USD","2930","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Showcase","Not Using","Have","","","Forgotten realms 1/31/23","0","530958","1","$0.15","$0.15","1","1x","","4a76c993-7cc5-428f-bfbc-7747c6a566d0","243204","","0"
"Bull's Strength","Green","{1}{G}","2","C","(Adventures in the Forgotten Realms)","Instant","0","0","""Target creature gets +2/+2 and gains trample until end of turn. Untap it.""","0","Gabor Szikszai","""""","571078","174","","2023-Feb-05_17:39:31","USD","2931","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527461","1","$0.15","$0.15","1","1x","","092cab70-c771-4c96-a5ce-22f2e32e3ea8","243058","","0"
"Celestial Unicorn","White","{2}{W}","3","C","(Adventures in the Forgotten Realms)","Creature — Unicorn","3","2","""Whenever you gain life, put a +1/+1 counter on Celestial Unicorn.""","0","Johannes Voss","""• If you gain life at the same time Celestial Unicorn is dealt lethal damage, it dies before its ability can put a +1/+1 counter on it.
• An ability that triggers “whenever you gain life” triggers just once for each life gain event, no matter how much life you gain.
• Each creature with lifelink dealing combat damage causes a separate life gain event. For example, if two creatures you control with lifelink deal combat damage at the same time, a “whenever you gain life” ability will trigger twice. However, if a single creature you control with lifelink deals combat damage to multiple creatures, players, and/or planeswalkers at the same time (perhaps because it has trample or was blocked by more than one creature), the ability will trigger only once.
• If you gain an amount of life “for each” of something, that life is gained as one event and the ability will trigger only once.""","571101","5","","2023-Feb-05_17:46:32","USD","2972","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527292","1","$0.25","$0.25","1","1x","","f2d68812-8862-4e34-a992-7d6bbadaf316","243126","","0"
"Celestial Unicorn","White","{2}{W}","3","C","(Adventures in the Forgotten Realms)","Creature — Unicorn","3","2","""Whenever you gain life, put a +1/+1 counter on Celestial Unicorn.""","0","Justine Mara Andersen","""• If you gain life at the same time Celestial Unicorn is dealt lethal damage, it dies before its ability can put a +1/+1 counter on it.
• An ability that triggers “whenever you gain life” triggers just once for each life gain event, no matter how much life you gain.
• Each creature with lifelink dealing combat damage causes a separate life gain event. For example, if two creatures you control with lifelink deal combat damage at the same time, a “whenever you gain life” ability will trigger twice. However, if a single creature you control with lifelink deals combat damage to multiple creatures, players, and/or planeswalkers at the same time (perhaps because it has trample or was blocked by more than one creature), the ability will trigger only once.
• If you gain an amount of life “for each” of something, that life is gained as one event and the ability will trigger only once.""","571102","301","","2023-Feb-05_17:46:35","USD","2973","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Showcase","Not Using","Have","","","Forgotten realms 1/31/23","0","530935","2","$0.20","$0.40","2","2x","","c2bba29a-6d7c-4f53-a4ad-e27a33fe19cc","243128","","0"
"Circle of the Moon Druid","Green","{2}{G}","3","C","(Adventures in the Forgotten Realms)","Creature — Human Elf Druid","2","4","""Bear Form — As long as it's your turn, Circle of the Moon Druid is a Bear with base power and toughness 4/2. (It loses all other creature types.)""","0","Nicholas Elias","""""","571859","177","","2023-Feb-05_17:39:33","USD","2932","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527464","1","$0.15","$0.15","1","1x","","700c9ed8-6bfe-4f1e-855a-5f31e0d2fc9b","243440","","0"
"Clattering Skeletons","Black","{3}{B}","4","C","(Adventures in the Forgotten Realms)","Creature — Skeleton","4","3","""When Clattering Skeletons dies, venture into the dungeon. (Enter the first room or advance to the next room.)""","0","Aleksi Briclot","""• To venture into the dungeon, a player moves their venture marker into the next room of the dungeon they are currently in. If they aren't currently in a dungeon, that player instead chooses a dungeon card from outside the game, puts it into the command zone, and moves their venture marker onto the first room.
• Moving into a dungeon room will cause its room ability to trigger.
• Once you resolve the last room ability of a dungeon, that dungeon is now completed and is removed from the game.
• A player may only have one dungeon in the command zone at a time.
• The player venturing into the dungeon chooses which dungeon they will venture into. They may choose a dungeon that they have already completed this game.
• Dungeon cards are not part of a player's deck or sideboard. In both constructed and limited formats, players can use any dungeon card when they venture into the dungeon.
• You can only move forward (well, downward) in a dungeon, never backwards or sideways.
• Dungeons are removed from the game as a state-based action.
• If you somehow venture into the dungeon while a room's ability is on the stack, you will continue on in the dungeon. If you're already in the last room, complete that dungeon and start a new one.
• Choosing the dungeon or room to venture into is part of resolving the venture into the dungeon keyword action. Once that choice is made, players may not respond until after the appropriate room ability has triggered.""","571302","93","","2023-Jan-31_15:50:37","USD","2249","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527380","1","$0.12","$0.12","1","1x","","09ac0b2b-d4d3-4977-b241-7788239362de","243208","","0"
"Clattering Skeletons","Black","{3}{B}","4","C","(Adventures in the Forgotten Realms)","Creature — Skeleton","4","3","""When Clattering Skeletons dies, venture into the dungeon. (Enter the first room or advance to the next room.)""","0","Phil Stone","""• To venture into the dungeon, a player moves their venture marker into the next room of the dungeon they are currently in. If they aren't currently in a dungeon, that player instead chooses a dungeon card from outside the game, puts it into the command zone, and moves their venture marker onto the first room.
• Moving into a dungeon room will cause its room ability to trigger.
• Once you resolve the last room ability of a dungeon, that dungeon is now completed and is removed from the game.
• A player may only have one dungeon in the command zone at a time.
• The player venturing into the dungeon chooses which dungeon they will venture into. They may choose a dungeon that they have already completed this game.
• Dungeon cards are not part of a player's deck or sideboard. In both constructed and limited formats, players can use any dungeon card when they venture into the dungeon.
• You can only move forward (well, downward) in a dungeon, never backwards or sideways.
• Dungeons are removed from the game as a state-based action.
• If you somehow venture into the dungeon while a room's ability is on the stack, you will continue on in the dungeon. If you're already in the last room, complete that dungeon and start a new one.
• Choosing the dungeon or room to venture into is part of resolving the venture into the dungeon keyword action. Once that choice is made, players may not respond until after the appropriate room ability has triggered.""","571303","312","","2023-Jan-31_15:50:40","USD","2250","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Showcase","Not Using","Have","","","Forgotten realms 1/31/23","0","530946","2","$0.15","$0.30","2","2x","","1090e40c-c04b-4ee2-aa12-1575f896d31a","243209","","0"
"Cleric Class","White","{W}","1","U","(Adventures in the Forgotten Realms)","Enchantment — Class","0","0","""(Gain the next level as a sorcery to add its ability.)
If you would gain life, you gain that much life plus 1 instead.
{3}{W}: Level 2
Whenever you gain life, put a +1/+1 counter on target creature you control.
{4}{W}: Level 3
When this Class becomes level 3, return target creature card from your graveyard to the battlefield. You gain life equal to that creature's toughness.""","0","Alayna Danner","""• You can multiclass or even control multiple Class enchantments of the same class. Each Class permanent tracks its own level separately.
• If you gain life at the same time a creature is dealt lethal damage, it dies before Cleric Class's level 2 ability can put a +1/+1 counter on it.
• An ability that triggers “whenever you gain life” triggers just once for each life gain event, no matter how much life you gain.
• Each creature with lifelink dealing combat damage causes a separate life gain event. For example, if two creatures you control with lifelink deal combat damage at the same time, you will gain 2 additional life from Cleric Class's first ability and its level 2 ability will trigger twice. However, if a single creature you control with lifelink deals combat damage to multiple creatures, players, and/or planeswalkers at the same time (perhaps because it has trample or was blocked by more than one creature), you will only gain 1 additional life and the ability will trigger only once.
• If you gain an amount of life “for each” of something, that life is gained as one event and the ability will trigger only once.
• When Cleric Class's level 3 ability resolves, you gain life equal to the creature's toughness as it exists on battlefield, which may be different than its toughness in the graveyard.
• Each Class has five abilities. The three in the major sections of its text box are class abilities. Class abilities can be static, activated, or triggered abilities. The other two are level abilities, one activated ability to advance the Class to level 2 and another to advance the Class to level 3.
• Each Class starts with only the first of three class abilities. As the first level ability resolves, the Class becomes level 2 and gains the second class ability. As the second level ability resolves, the Class becomes level 3 and gains the third class ability.
• Gaining a level won't remove abilities that a Class had at a previous level.
• Gaining a level is a normal activated ability. It uses the stack and can be responded to.
• You can't activate the first level ability of a Class unless that Class is level 1. Similarly, you can't activate the second level ability of a Class unless that Class is level 2.
• Some Class cards have an effect that increases when more are under your control. For example, if you have multiple Barbarian Class cards, you roll that many additional dice and ignore that many of the lowest rolls.""","571501","6","","2023-May-17_16:01:33","USD","5560","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527293","2","$0.90","$1.80","2","2x","","47ce8b7e-d8e1-489a-a69e-99089eeb8739","243329","","0"
"Cloister Gargoyle","White","{2}{W}","3","U","(Adventures in the Forgotten Realms)","Artifact Creature — Gargoyle","0","4","""When Cloister Gargoyle enters the battlefield, venture into the dungeon. (Enter the first room or advance to the next room.)
As long as you've completed a dungeon, Cloister Gargoyle gets +3/+0 and has flying.""","0","Mark Zug","""• Cloister Gargoyle's last ability works even if it wasn't on the battlefield when you completed a dungeon.
• To venture into the dungeon, a player moves their venture marker into the next room of the dungeon they are currently in. If they aren't currently in a dungeon, that player instead chooses a dungeon card from outside the game, puts it into the command zone, and moves their venture marker onto the first room.
• Moving into a dungeon room will cause its room ability to trigger.
• Once you resolve the last room ability of a dungeon, that dungeon is now completed and is removed from the game.
• A player may only have one dungeon in the command zone at a time.
• The player venturing into the dungeon chooses which dungeon they will venture into. They may choose a dungeon that they have already completed this game.
• Dungeon cards are not part of a player's deck or sideboard. In both constructed and limited formats, players can use any dungeon card when they venture into the dungeon.
• You can only move forward (well, downward) in a dungeon, never backwards or sideways.
• Dungeons are removed from the game as a state-based action.
• If you somehow venture into the dungeon while a room's ability is on the stack, you will continue on in the dungeon. If you're already in the last room, complete that dungeon and start a new one.
• Choosing the dungeon or room to venture into is part of resolving the venture into the dungeon keyword action. Once that choice is made, players may not respond until after the appropriate room ability has triggered.""","570768","7","","2023-May-17_16:01:52","USD","5561","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527294","2","$0.20","$0.40","2","2x","","297bf274-d13d-4b75-b251-2d004b16b431","242800","","0"
"Cloister Gargoyle","White","{2}{W}","3","U","(Adventures in the Forgotten Realms)","Artifact Creature — Gargoyle","0","4","""When Cloister Gargoyle enters the battlefield, venture into the dungeon. (Enter the first room or advance to the next room.)
As long as you've completed a dungeon, Cloister Gargoyle gets +3/+0 and has flying.""","0","Russ Nicholson","""• Cloister Gargoyle's last ability works even if it wasn't on the battlefield when you completed a dungeon.
• To venture into the dungeon, a player moves their venture marker into the next room of the dungeon they are currently in. If they aren't currently in a dungeon, that player instead chooses a dungeon card from outside the game, puts it into the command zone, and moves their venture marker onto the first room.
• Moving into a dungeon room will cause its room ability to trigger.
• Once you resolve the last room ability of a dungeon, that dungeon is now completed and is removed from the game.
• A player may only have one dungeon in the command zone at a time.
• The player venturing into the dungeon chooses which dungeon they will venture into. They may choose a dungeon that they have already completed this game.
• Dungeon cards are not part of a player's deck or sideboard. In both constructed and limited formats, players can use any dungeon card when they venture into the dungeon.
• You can only move forward (well, downward) in a dungeon, never backwards or sideways.
• Dungeons are removed from the game as a state-based action.
• If you somehow venture into the dungeon while a room's ability is on the stack, you will continue on in the dungeon. If you're already in the last room, complete that dungeon and start a new one.
• Choosing the dungeon or room to venture into is part of resolving the venture into the dungeon keyword action. Once that choice is made, players may not respond until after the appropriate room ability has triggered.""","570769","302","","2023-May-17_16:02:22","USD","5562","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Showcase","Not Using","Have","","","Forgotten realms 1/31/23","0","530936","1","$0.25","$0.25","1","1x","","ab380bf5-2202-4098-b850-2cb660ec5351","242801","","0"
"Compelled Duel","Green","{1}{G}","2","C","(Adventures in the Forgotten Realms)","Sorcery","0","0","""Target creature gets +3/+3 until end of turn and must be blocked this turn if able.""","0","Zezhou Chen","""• Only one creature is required to block the affected creature. Other creatures may also block it and are free to block other creatures or not block at all.
• If each creature the defending player controls can't block for any reason (such as being tapped), then the affected creature isn't blocked. If there's a cost associated with blocking the affected creature, the defending player isn't forced to pay that cost, so it doesn't have to be blocked in that case either.""","571860","178","","2023-Feb-05_17:39:35","USD","2933","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527465","2","$0.14","$0.28","2","2x","","2a7e501d-943e-4e6d-9d8e-6bedc32a0dd8","243441","","0"
"Dawnbringer Cleric","White","{1}{W}","2","C","(Adventures in the Forgotten Realms)","Creature — Human Cleric","1","3","""When Dawnbringer Cleric enters the battlefield, choose one —
• Cure Wounds — You gain 2 life.
• Dispel Magic — Destroy target enchantment.
• Gentle Repose — Exile target card from a graveyard.""","0","Lie Setiawan","""""","571069","9","","2023-Feb-05_17:46:56","USD","2974","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527296","1","$0.25","$0.25","1","1x","","c00856f7-fef5-4ba5-9079-59a81d452c82","243085","","0"
"Deadly Dispute","Black","{1}{B}","2","C","(Adventures in the Forgotten Realms)","Instant","0","0","""As an additional cost to cast this spell, sacrifice an artifact or creature.
Draw two cards and create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")""","0","Irina Nordsol","""""","571849","94","","2023-Jan-31_15:49:49","USD","2248","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527381","1","$2.11","$2.11","1","1x","","7373fe95-ad1c-44b9-8c7f-464ce8cbffc6","243448","","0"
"Devoted Paladin","White","{4}{W}","5","C","(Adventures in the Forgotten Realms)","Creature — Orc Knight","4","4","""Beacon of Hope — When Devoted Paladin enters the battlefield, creatures you control get +1/+1 and gain vigilance until end of turn.""","0","Chris Rallis","""""","571238","11","","2023-Feb-05_17:46:58","USD","2975","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527298","2","$0.10","$0.20","2","2x","","3620ed96-1d15-4942-b9e5-9f9a64b0cab4","243129","","0"
"Devour Intellect","Black","{B}","1","C","(Adventures in the Forgotten Realms)","Sorcery","0","0","""Target opponent discards a card. If mana from a Treasure was spent to cast this spell, instead that player reveals their hand, you choose a nonland card from it, then that player discards that card.""","0","Steven Russell Black","""""","571071","97","","2023-Jan-31_15:51:29","USD","2251","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527384","1","$0.15","$0.15","1","1x","","13c34f2d-2eac-4241-8b23-9cab3268c254","243061","","0"
"Dire Wolf Prowler","Green","{2}{G}","3","C","(Adventures in the Forgotten Realms)","Creature — Wolf","2","2","""{1}{G}: Dire Wolf Prowler gets +2/+2 and gains haste until end of turn. Activate only once each turn.""","0","Alessandra Pisano","""""","571535","179","","2023-Feb-05_17:40:05","USD","2934","Adventures in the Forgotten Realms","(AFR)","(afr)","AFR","[AFR]","[afr]","AFR","afr","","0","","Regular","Not Using","Have","","","Forgotten realms 1/31/23","0","527466","1","$0.13","$0.13","1","1x","","4ab4769d-31ba-40d3-9375-494b93f01183","243346","","0"
