Name,Color,Mana Value,CMC,Rarity,Edition (name),Card Type,Power,Toughness,Card Text,Acquired Price,Card Rulings,CardMarket ID,Collector's number,Condition,Creation Date,Currency,Delver Local ID,Edition,Edition (CODE),Edition (code),Edition CODE,Edition [CODE],Edition [code],Edition code,Edition code MTGO,Foil,Foil quantity,Foil/Etched,Frame Type,In DECKs (being used),In LISTs (owned),Is Commander?,Language,List name,Loyalty,MultiverseID,Non-foil quantity,Price,Price (total),Quantity,QuantityX,Reserved List,Scryfall ID,TCGPlayer productID,Tag,Zeros,Artists
"Alchemist's Retrieval","Blue","{U}","1","C","(Innistrad: Crimson Vow)","Instant","0","0","""Cleave {1}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Return target nonland permanent [you control] to its owner's hand.""","0","""• If you cast a spell for its cleave cost, that spell doesn't have any of the text in square brackets while it's on the stack.
• A cleave cost is an alternative cost that's paid instead of the spell's mana cost. Casting a spell for its cleave cost doesn't change the spell's mana value.
• You can't cast a spell for both its cleave cost and another alternative cost. For example, if an effect gives an Alchemist's Retrieval in your graveyard a flashback cost of {U}, you can't cast it from your graveyard for its cleave cost.
• If an effect allows you to “cast a spell without paying its mana cost,” you can't cast that spell for its cleave cost.""","583533","47","","2022-Dec-18_07:38:16","USD","831","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540883","1","$0.25","$0.25","1","1x","","edbf9d4f-6027-40b8-81c1-7f001a9119dd","253705","","0","David Auden Nash"
"Alchemist's Retrieval","Blue","{U}","1","C","(Innistrad: Crimson Vow)","Instant","0","0","""Cleave {1}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Return target nonland permanent [you control] to its owner's hand.""","0","""• If you cast a spell for its cleave cost, that spell doesn't have any of the text in square brackets while it's on the stack.
• A cleave cost is an alternative cost that's paid instead of the spell's mana cost. Casting a spell for its cleave cost doesn't change the spell's mana value.
• You can't cast a spell for both its cleave cost and another alternative cost. For example, if an effect gives an Alchemist's Retrieval in your graveyard a flashback cost of {U}, you can't cast it from your graveyard for its cleave cost.
• If an effect allows you to “cast a spell without paying its mana cost,” you can't cast that spell for its cleave cost.""","583533","47","","2022-Dec-18_08:01:55","USD","936","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540883","1","$0.25","$0.25","1","1x","","edbf9d4f-6027-40b8-81c1-7f001a9119dd","253705","","0","David Auden Nash"
"Alchemist's Retrieval","Blue","{U}","1","C","(Innistrad: Crimson Vow)","Instant","0","0","""Cleave {1}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Return target nonland permanent [you control] to its owner's hand.""","0","""• If you cast a spell for its cleave cost, that spell doesn't have any of the text in square brackets while it's on the stack.
• A cleave cost is an alternative cost that's paid instead of the spell's mana cost. Casting a spell for its cleave cost doesn't change the spell's mana value.
• You can't cast a spell for both its cleave cost and another alternative cost. For example, if an effect gives an Alchemist's Retrieval in your graveyard a flashback cost of {U}, you can't cast it from your graveyard for its cleave cost.
• If an effect allows you to “cast a spell without paying its mana cost,” you can't cast that spell for its cleave cost.""","583533","47","","2022-Dec-18_08:37:36","USD","1119","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540883","1","$0.25","$0.25","1","1x","","edbf9d4f-6027-40b8-81c1-7f001a9119dd","253705","","0","David Auden Nash"
"Alchemist's Retrieval","Blue","{U}","1","C","(Innistrad: Crimson Vow)","Instant","0","0","""Cleave {1}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Return target nonland permanent [you control] to its owner's hand.""","0","""• If you cast a spell for its cleave cost, that spell doesn't have any of the text in square brackets while it's on the stack.
• A cleave cost is an alternative cost that's paid instead of the spell's mana cost. Casting a spell for its cleave cost doesn't change the spell's mana value.
• You can't cast a spell for both its cleave cost and another alternative cost. For example, if an effect gives an Alchemist's Retrieval in your graveyard a flashback cost of {U}, you can't cast it from your graveyard for its cleave cost.
• If an effect allows you to “cast a spell without paying its mana cost,” you can't cast that spell for its cleave cost.""","583533","47","","2022-Dec-18_09:03:26","USD","1254","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540883","1","$0.25","$0.25","1","1x","","edbf9d4f-6027-40b8-81c1-7f001a9119dd","253705","","0","David Auden Nash"
"Alluring Suitor // Deadly Dancer","Red","{2}{R}","3","U","(Innistrad: Crimson Vow)","Creature — Vampire","2","3","""When you attack with exactly two creatures, transform Alluring Suitor.""","0","""• A creature put onto the battlefield attacking didn't “attack” and won't be counted to determine whether Alluring Suitor's ability should trigger.""","582242","300","","2022-Dec-18_08:46:38","USD","1173","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Showcase","Not Using","Have","","","Innstrad crimson vow","0","545232","1","$0.15","$0.15","1","1x","","8075878b-b673-4d0c-b335-8a37295cd8d8","253517","","0","Zinna Du"
"Ancestral Anger","Red","{R}","1","C","(Innistrad: Crimson Vow)","Sorcery","0","0","""Target creature gains trample and gets +X/+0 until end of turn, where X is 1 plus the number of cards named Ancestral Anger in your graveyard.
Draw a card.""","0","""• Ancestral Anger isn't put into your graveyard until after it finishes resolving, so it doesn't count itself for its own effect.""","583559","142","","2022-Dec-18_07:55:31","USD","905","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540996","1","$0.25","$0.25","1","1x","","5dee47ab-d603-4346-97f4-a25dc3f47765","253777","","0","Randy Vargas"
"Ancestral Anger","Red","{R}","1","C","(Innistrad: Crimson Vow)","Sorcery","0","0","""Target creature gains trample and gets +X/+0 until end of turn, where X is 1 plus the number of cards named Ancestral Anger in your graveyard.
Draw a card.""","0","""• Ancestral Anger isn't put into your graveyard until after it finishes resolving, so it doesn't count itself for its own effect.""","583559","142","","2022-Dec-18_08:27:20","USD","1057","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540996","1","$0.25","$0.25","1","1x","","5dee47ab-d603-4346-97f4-a25dc3f47765","253777","","0","Randy Vargas"
"Ancestral Anger","Red","{R}","1","C","(Innistrad: Crimson Vow)","Sorcery","0","0","""Target creature gains trample and gets +X/+0 until end of turn, where X is 1 plus the number of cards named Ancestral Anger in your graveyard.
Draw a card.""","0","""• Ancestral Anger isn't put into your graveyard until after it finishes resolving, so it doesn't count itself for its own effect.""","583559","142","","2022-Dec-18_08:58:13","USD","1224","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540996","1","$0.25","$0.25","1","1x","","5dee47ab-d603-4346-97f4-a25dc3f47765","253777","","0","Randy Vargas"
"Ancient Lumberknot","Black/Green","{2}{B}{G}","4","U","(Innistrad: Crimson Vow)","Creature — Treefolk","1","4","""Each creature you control with toughness greater than its power assigns combat damage equal to its toughness rather than its power.""","0","""• Ancient Lumberknot's ability doesn't actually change any creature's power. It changes only the amount of combat damage the creature assigns. All other rules and effects that check power or toughness use the real values, even if they cause damage “equal to a creature's power” to be dealt.""","582681","230","","2022-Dec-18_08:44:01","USD","1158","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541100","1","$0.25","$0.25","1","1x","","22264087-bac4-4746-b6ce-0d44cce163e6","253539","","0","Nicholas Gregory"
"Angelic Quartermaster","White","{3}{W}{W}","5","U","(Innistrad: Crimson Vow)","Creature — Angel Soldier","3","3","""Flying
When Angelic Quartermaster enters the battlefield, put a +1/+1 counter on each of up to two other target creatures.""","0","""""","581685","2","","2022-Dec-18_07:46:10","USD","871","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540829","1","$0.20","$0.20","1","1x","","41d81b88-c19b-4148-89ba-ae8fb53843e1","253042","","0","PINDURSKI"
"Angelic Quartermaster","White","{3}{W}{W}","5","U","(Innistrad: Crimson Vow)","Creature — Angel Soldier","3","3","""Flying
When Angelic Quartermaster enters the battlefield, put a +1/+1 counter on each of up to two other target creatures.""","0","""""","581685","2","","2022-Dec-18_08:21:16","USD","1024","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540829","1","$0.20","$0.20","1","1x","","41d81b88-c19b-4148-89ba-ae8fb53843e1","253042","","0","PINDURSKI"
"Apprentice Sharpshooter","Green","{2}{G}","3","C","(Innistrad: Crimson Vow)","Creature — Human Archer","1","4","""Reach
Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)""","0","""• A creature's training ability triggers only when both that creature and a creature with greater power are declared as attackers. Increasing a creature's power after attackers are declared won't cause a training ability to trigger.
• Once a creature's training ability has triggered, destroying the other attacking creature or reducing its power won't stop the creature with training from getting a +1/+1 counter.""","581336","185","","2022-Dec-18_07:59:17","USD","924","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541046","1","$0.10","$0.10","1","1x","","f03f0790-cdc9-4bb4-ae54-2c248435b0a4","252861","","0","Steve Prescott"
"Apprentice Sharpshooter","Green","{2}{G}","3","C","(Innistrad: Crimson Vow)","Creature — Human Archer","1","4","""Reach
Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)""","0","""• A creature's training ability triggers only when both that creature and a creature with greater power are declared as attackers. Increasing a creature's power after attackers are declared won't cause a training ability to trigger.
• Once a creature's training ability has triggered, destroying the other attacking creature or reducing its power won't stop the creature with training from getting a +1/+1 counter.""","581336","185","","2022-Dec-18_08:35:08","USD","1106","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541046","1","$0.10","$0.10","1","1x","","f03f0790-cdc9-4bb4-ae54-2c248435b0a4","252861","","0","Steve Prescott"
"Apprentice Sharpshooter","Green","{2}{G}","3","C","(Innistrad: Crimson Vow)","Creature — Human Archer","1","4","""Reach
Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)""","0","""• A creature's training ability triggers only when both that creature and a creature with greater power are declared as attackers. Increasing a creature's power after attackers are declared won't cause a training ability to trigger.
• Once a creature's training ability has triggered, destroying the other attacking creature or reducing its power won't stop the creature with training from getting a +1/+1 counter.""","581336","185","","2022-Dec-18_08:46:50","USD","1175","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","Foil","1","foil","Regular","Not Using","Have","","","Innstrad crimson vow","0","541046","0","$0.24","$0.24","1","1x","","f03f0790-cdc9-4bb4-ae54-2c248435b0a4","252861","","0","Steve Prescott"
"Apprentice Sharpshooter","Green","{2}{G}","3","C","(Innistrad: Crimson Vow)","Creature — Human Archer","1","4","""Reach
Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)""","0","""• A creature's training ability triggers only when both that creature and a creature with greater power are declared as attackers. Increasing a creature's power after attackers are declared won't cause a training ability to trigger.
• Once a creature's training ability has triggered, destroying the other attacking creature or reducing its power won't stop the creature with training from getting a +1/+1 counter.""","581336","185","","2022-Dec-18_09:12:13","USD","1303","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541046","1","$0.10","$0.10","1","1x","","f03f0790-cdc9-4bb4-ae54-2c248435b0a4","252861","","0","Steve Prescott"
"Archghoul of Thraben","Black","{2}{B}","3","U","(Innistrad: Crimson Vow)","Creature — Zombie Cleric","3","2","""Whenever Archghoul of Thraben or another Zombie you control dies, look at the top card of your library. If it's a Zombie card, you may reveal it and put it into your hand. If you don't put the card into your hand, you may put it into your graveyard.""","0","""• If Archghoul of Thraben and another Zombie you control die at the same time, this ability will trigger once for each of them.""","581665","93","","2022-Dec-18_08:30:36","USD","1082","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540937","1","$0.25","$0.25","1","1x","","0cf81c9d-ddb2-470e-8a4a-590049713e95","253017","","0","Johann Bodin"
"Archghoul of Thraben","Black","{2}{B}","3","U","(Innistrad: Crimson Vow)","Creature — Zombie Cleric","3","2","""Whenever Archghoul of Thraben or another Zombie you control dies, look at the top card of your library. If it's a Zombie card, you may reveal it and put it into your hand. If you don't put the card into your hand, you may put it into your graveyard.""","0","""• If Archghoul of Thraben and another Zombie you control die at the same time, this ability will trigger once for each of them.""","581665","93","","2022-Dec-18_09:07:22","USD","1277","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540937","1","$0.25","$0.25","1","1x","","0cf81c9d-ddb2-470e-8a4a-590049713e95","253017","","0","Johann Bodin"
"Arm the Cathars","White","{1}{W}{W}","3","U","(Innistrad: Crimson Vow)","Sorcery","0","0","""Until end of turn, target creature gets +3/+3, up to one other target creature gets +2/+2, and up to one other target creature gets +1/+1. Those creatures gain vigilance until end of turn.""","0","""• If you choose three targets as you cast Arm the Cathars, all three targets must be different creatures.""","582220","3","","2022-Dec-18_08:46:35","USD","1172","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540830","1","$0.15","$0.15","1","1x","","2004a20c-e434-4691-8ef2-740846ce6a51","253442","","0","Zoltan Boros"
"Ballista Watcher // Ballista Wielder","Red","{2}{R}{R}","4","U","(Innistrad: Crimson Vow)","Creature — Human Soldier Werewolf","4","3","""{2}{R}, {T}: Ballista Watcher deals 1 damage to any target.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)""","0","""• The activated abilities of Ballista Watcher and Ballista Wielder are completely independent of one another. For example, if you activate Ballista Watcher's ability targeting a creature and then it becomes night, the targeted creature can still block this turn. Conversely, if you resolve Ballista Wielder's ability targeting a creature, transforming it into Ballista Watcher won't allow the creature dealt damage this way to block.""","582702","143","","2022-Dec-18_08:18:25","USD","1008","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540997","1","$0.20","$0.20","1","1x","","63d96c52-66ce-4b46-9a0b-7cd9a43f9253","253529","","0","Tomas Duchek"
"Belligerent Guest","Red","{2}{R}","3","C","(Innistrad: Crimson Vow)","Creature — Vampire","3","2","""Trample
Whenever Belligerent Guest deals combat damage to a player, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")""","0","""""","582227","144","","2022-Dec-18_07:34:51","USD","815","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540999","1","$0.15","$0.15","1","1x","","1bb844c4-f41c-4411-a80a-c19e1d97b272","253537","","0","Darren Tan"
"Belligerent Guest","Red","{2}{R}","3","C","(Innistrad: Crimson Vow)","Creature — Vampire","3","2","""Trample
Whenever Belligerent Guest deals combat damage to a player, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")""","0","""""","582227","144","","2022-Dec-18_08:09:57","USD","954","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540999","1","$0.15","$0.15","1","1x","","1bb844c4-f41c-4411-a80a-c19e1d97b272","253537","","0","Darren Tan"
"Belligerent Guest","Red","{2}{R}","3","C","(Innistrad: Crimson Vow)","Creature — Vampire","3","2","""Trample
Whenever Belligerent Guest deals combat damage to a player, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")""","0","""""","582227","144","","2022-Dec-18_08:29:56","USD","1075","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540999","1","$0.15","$0.15","1","1x","","1bb844c4-f41c-4411-a80a-c19e1d97b272","253537","","0","Darren Tan"
"Belligerent Guest","Red","{2}{R}","3","C","(Innistrad: Crimson Vow)","Creature — Vampire","3","2","""Trample
Whenever Belligerent Guest deals combat damage to a player, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")""","0","""""","582227","144","","2022-Dec-18_09:11:52","USD","1299","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540999","1","$0.15","$0.15","1","1x","","1bb844c4-f41c-4411-a80a-c19e1d97b272","253537","","0","Darren Tan"
"Binding Geist // Spectral Binding","Blue","{2}{U}","3","C","(Innistrad: Crimson Vow)","Creature — Spirit","3","1","""Whenever Binding Geist attacks, target creature an opponent controls gets -2/-0 until end of turn.
Disturb {1}{U} (You may cast this card from your graveyard transformed for its disturb cost.)""","0","""""","583522","48","","2022-Dec-18_07:46:00","USD","869","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540884","1","$0.10","$0.10","1","1x","","730e4629-dc54-415d-9493-88885788ca19","253724","","0","Campbell White"
"Binding Geist // Spectral Binding","Blue","{2}{U}","3","C","(Innistrad: Crimson Vow)","Creature — Spirit","3","1","""Whenever Binding Geist attacks, target creature an opponent controls gets -2/-0 until end of turn.
Disturb {1}{U} (You may cast this card from your graveyard transformed for its disturb cost.)""","0","""""","583522","48","","2022-Dec-18_08:15:53","USD","991","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540884","1","$0.10","$0.10","1","1x","","730e4629-dc54-415d-9493-88885788ca19","253724","","0","Campbell White"
"Binding Geist // Spectral Binding","Blue","{2}{U}","3","C","(Innistrad: Crimson Vow)","Creature — Spirit","3","1","""Whenever Binding Geist attacks, target creature an opponent controls gets -2/-0 until end of turn.
Disturb {1}{U} (You may cast this card from your graveyard transformed for its disturb cost.)""","0","""""","583522","48","","2022-Dec-18_08:40:52","USD","1140","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540884","1","$0.10","$0.10","1","1x","","730e4629-dc54-415d-9493-88885788ca19","253724","","0","Campbell White"
"Binding Geist // Spectral Binding","Blue","{2}{U}","3","C","(Innistrad: Crimson Vow)","Creature — Spirit","3","1","""Whenever Binding Geist attacks, target creature an opponent controls gets -2/-0 until end of turn.
Disturb {1}{U} (You may cast this card from your graveyard transformed for its disturb cost.)""","0","""""","583522","48","","2022-Dec-18_08:52:41","USD","1201","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540884","1","$0.10","$0.10","1","1x","","730e4629-dc54-415d-9493-88885788ca19","253724","","0","Campbell White"
"Biolume Egg // Biolume Serpent","Blue","{2}{U}","3","U","(Innistrad: Crimson Vow)","Creature — Serpent Egg","0","4","""Defender
When Biolume Egg enters the battlefield, scry 2.
When you sacrifice Biolume Egg, return it to the battlefield transformed under its owner's control at the beginning of the next end step.""","0","""• You can't sacrifice Biolume Egg unless another effect allows you to.
• You may sacrifice any two lands with the subtype Island to activate Biolume Serpent's ability, even if they aren't basic or aren't named Island.
• If a permanent that isn't a double-faced card becomes a copy of Biolume Egg and then is sacrificed, that card can't be returned to the battlefield transformed. It will remain in the graveyard.""","581680","49","","2022-Dec-18_08:38:34","USD","1131","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540886","1","$0.20","$0.20","1","1x","","57039230-bf5a-4489-9dc1-37e27b17bd84","253029","","0","Filip Burburan"
"Biolume Egg // Biolume Serpent","Blue","{2}{U}","3","U","(Innistrad: Crimson Vow)","Creature — Serpent Egg","0","4","""Defender
When Biolume Egg enters the battlefield, scry 2.
When you sacrifice Biolume Egg, return it to the battlefield transformed under its owner's control at the beginning of the next end step.""","0","""• You can't sacrifice Biolume Egg unless another effect allows you to.
• You may sacrifice any two lands with the subtype Island to activate Biolume Serpent's ability, even if they aren't basic or aren't named Island.
• If a permanent that isn't a double-faced card becomes a copy of Biolume Egg and then is sacrificed, that card can't be returned to the battlefield transformed. It will remain in the graveyard.""","581680","49","","2022-Dec-18_09:02:07","USD","1249","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540886","1","$0.20","$0.20","1","1x","","57039230-bf5a-4489-9dc1-37e27b17bd84","253029","","0","Filip Burburan"
