Name,Color,Mana Value,CMC,Rarity,Edition (name),Card Type,Power,Toughness,Card Text,Acquired Price,Artists,Card Rulings,CardMarket ID,Collector's number,Condition,Creation Date,Currency,Delver Local ID,Edition,Edition (CODE),Edition (code),Edition CODE,Edition [CODE],Edition [code],Edition code,Edition code MTGO,Foil,Foil quantity,Foil/Etched,Frame Type,In DECKs (being used),In LISTs (owned),Is Commander?,Language,List name,Loyalty,MultiverseID,Non-foil quantity,Price,Price (total),Quantity,QuantityX,Reserved List,Scryfall ID,TCGPlayer productID,Tag,Zeros
"Basalt Monolith","","{3}","3","U","(Double Masters)","Artifact","0","0","""Basalt Monolith doesn't untap during your untap step.
{T}: Add {C}{C}{C}.
{3}: Untap Basalt Monolith.""","0","Yeong-Hao Han","""• Basalt Monolith's last ability can untap it as often as you can pay for it. If you believe you've found a way to generate an unbounded amount of mana with it, you're probably right.""","485914","232","","2023-Jan-30_20:49:11","USD","1910","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Using","Have","","","Double master 1/30/23","0","489905","2","$3.68","$7.36","2","2x","","f79de5e7-1545-420c-bfe1-ee2444fca85b","218842","","0"
"Battle-Rattle Shaman","Red","{3}{R}","4","C","(Double Masters)","Creature — Goblin Shaman","2","2","""At the beginning of combat on your turn, you may have target creature get +2/+0 until end of turn.""","0","Warren Mahy","""• Battle-Rattle Shaman's ability triggers when the beginning of combat step starts during each of your turns. It resolves before you declare attackers.
• If a spell or ability causes your turn to have multiple combat phases, Battle Rattle Shaman's ability triggers during each of them.""","486494","116","","2023-Feb-05_17:30:14","USD","2907","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489789","4","$0.22","$0.88","4","4x","","25920434-8254-4fbf-8ef1-6d0e2cd8ee39","219503","","0"
"Bloodbriar","Green","{2}{G}","3","C","(Double Masters)","Creature — Plant Elemental","2","3","""Whenever you sacrifice another permanent, put a +1/+1 counter on Bloodbriar.""","0","Tomasz Jedruszek","""• Bloodbriar's ability is a triggered ability, not an activated ability. It doesn't allow you to sacrifice a permanent whenever you want; rather, you need some other way of sacrificing permanents.
• If you sacrifice a permanent as part of casting a spell or activating an ability, Bloodbriar's ability will resolve before that spell or ability.
• A legendary permanent that is put into a graveyard because of the “legend rule” isn't sacrificed.""","486084","154","","2023-Feb-05_17:27:20","USD","2894","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489827","5","$0.24","$1.20","5","5x","","3a9281d7-9c11-4dc8-9035-902fa3a69ebf","218932","","0"
"Bone Picker","Black","{3}{B}","4","C","(Double Masters)","Creature — Bird","3","2","""This spell costs {3} less to cast if a creature died this turn.
Flying, deathtouch""","0","Yeong-Hao Han","""• In a multiplayer game, a player may lose the game at the same time that their creatures die. If so, Bone Picker's cost reduction applies.""","486394","78","","2023-Jan-31_15:43:46","USD","2234","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489751","4","$0.25","$1.00","4","4x","","f7de3d27-f3e0-4aea-a737-6577de1bd1c5","219507","","0"
"Brainstorm","Blue","{U}","1","C","(Double Masters)","Instant","0","0","""Draw three cards, then put two cards from your hand on top of your library in any order.""","0","Willian Murai","""• You draw three cards and put two cards back all while Brainstorm is resolving. Nothing can happen between the two, and no player may choose to take actions.""","485899","44","","2023-Mar-05_23:31:08","USD","4349","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489717","4","$1.40","$5.60","4","4x","","baeb0421-b7af-44cd-a7f6-7daaa3dcaa38","218844","","0"
"Cast Down","Black","{1}{B}","2","C","(Double Masters)","Instant","0","0","""Destroy target nonlegendary creature.""","0","Bastien L. Deharme","""""","486399","79","","2023-Jan-31_15:44:04","USD","2235","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489752","1","$0.30","$0.30","1","1x","","480fecdd-5978-47e6-9c25-7a04cdf616db","219562","","0"
"Cast Down","Black","{1}{B}","2","C","(Double Masters)","Instant","0","0","""Destroy target nonlegendary creature.""","0","Bastien L. Deharme","""""","486399","79","","2023-Mar-05_23:39:17","USD","4361","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489752","2","$0.30","$0.60","2","2x","","480fecdd-5978-47e6-9c25-7a04cdf616db","219562","","0"
"Cathartic Reunion","Red","{1}{R}","2","C","(Double Masters)","Sorcery","0","0","""As an additional cost to cast this spell, discard two cards.
Draw three cards.""","0","Howard Lyon","""• Because discarding two cards is an additional cost, you can't cast Cathartic Reunion if you don't have at least two other cards in hand.""","486509","121","","2023-Feb-05_17:30:29","USD","2908","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489794","4","$0.26","$1.04","4","4x","","b36fa6f3-29e8-4788-bfcd-59576187c399","219523","","0"
"Cathodion","","{3}","3","C","(Double Masters)","Artifact Creature — Construct","3","3","""When Cathodion dies, add {C}{C}{C}.""","0","Izzy","""• You get the mana whether you want it or not. If you don't spend it, it will disappear at the end of the current step (or phase).
• The ability is never a mana ability.""","486719","237","","2023-Mar-05_23:58:48","USD","4369","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489910","3","$0.24","$0.72","3","3x","","13ddba34-e627-4f4c-b78c-ea0c48a22537","219621","","0"
"Chatter of the Squirrel","Green","{G}","1","C","(Double Masters)","Sorcery","0","0","""Create a 1/1 green Squirrel creature token.
Flashback {1}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)""","0","Jim Nelson","""• “Flashback [cost]” means “You may cast this card from your graveyard by paying [cost] rather than paying its mana cost” and “If the flashback cost was paid, exile this card instead of putting it anywhere else any time it would leave the stack.”
• You must still follow any timing restrictions and permissions, including those based on the card's type. For instance, you can cast a sorcery using flashback only when you could normally cast a sorcery.
• To determine the total cost of a spell, start with the mana cost or alternative cost (such as a flashback cost) you're paying, add any cost increases, then apply any cost reductions. The mana value of the spell is determined only by its mana cost, no matter what the total cost to cast the spell was.
• A spell cast using flashback will always be exiled afterward, whether it resolves, is countered, or leaves the stack in some other way.
• You can cast a spell using flashback even if it was somehow put into your graveyard without having been cast.
• If a card with flashback is put into your graveyard during your turn, you can cast it if it's legal to do so before any other player can take any actions.""","486589","157","","2023-Feb-05_17:27:36","USD","2895","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489830","3","$0.33","$0.99","3","3x","","5f7e1991-9ffa-4a57-b8eb-ebe542a47f09","219569","","0"
"Chief of the Foundry","","{3}","3","U","(Double Masters)","Artifact Creature — Construct","2","3","""Other artifact creatures you control get +1/+1.""","0","Daniel Ljunggren","""• Because damage remains marked on a creature until the damage is removed as the turn ends, nonlethal damage dealt to an artifact creature you control may become lethal if Chief of the Foundry leaves the battlefield during that turn.""","486724","238","","2023-Jan-30_20:49:14","USD","1913","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489911","1","$0.25","$0.25","1","1x","","bf306f7f-b231-4343-807c-083df8b90c87","219243","","0"
"Chromatic Star","","{1}","1","C","(Double Masters)","Artifact","0","0","""{1}, {T}, Sacrifice Chromatic Star: Add one mana of any color.
When Chromatic Star is put into a graveyard from the battlefield, draw a card.""","0","Alex Horley-Orlandelli","""""","484554","239","","2023-Mar-05_23:59:04","USD","4370","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489912","5","$0.49","$2.45","5","5x","","117fded3-1157-41a3-b37a-e76dcd1b5447","218825","","0"
"Clear Shot","Green","{2}{G}","3","C","(Double Masters)","Instant","0","0","""Target creature you control gets +1/+1 until end of turn. It deals damage equal to its power to target creature you don't control.""","0","Craig J Spearing","""• You can't cast Clear Shot unless you choose a creature you control and a creature you don't control as targets.
• As Clear Shot tries to resolve, if either creature is an illegal target, the creature you control won't deal damage. If the creature you control is a legal target but the other creature isn't, your creature will still get +1/+1.""","486594","159","","2023-Feb-05_17:27:39","USD","2896","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489832","4","$0.24","$0.96","4","4x","","a7ff66fc-bd38-4607-b394-8c4e09affec8","219567","","0"
"Clone Shell","","{5}","5","U","(Double Masters)","Artifact Creature — Shapeshifter","2","2","""Imprint — When Clone Shell enters the battlefield, look at the top four cards of your library, exile one face down, then put the rest on the bottom of your library in any order.
When Clone Shell dies, turn the exiled card face up. If it's a creature card, put it onto the battlefield under your control.""","0","Volkan Baǵa","""• As Clone Shell's first ability resolves, you must exile one of the cards you look at, even if none of them is a creature card.
• As Clone Shell's second ability resolves, if the exiled card is not a creature card, it simply remains in exile face up.
• If you gain control of another player's Clone Shell, you can't look at the face-down exiled card. However, if Clone Shell dies, you turn that card face up and, if it's a creature card, you put it onto the battlefield under your control.""","486729","241","","2023-Jan-30_20:49:12","USD","1912","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489914","1","$0.25","$0.25","1","1x","","6c627ec9-f75c-4a9d-8a4f-1f632a67e17b","219623","","0"
"Cloudreader Sphinx","Blue","{4}{U}","5","C","(Double Masters)","Creature — Sphinx","3","4","""Flying
When Cloudreader Sphinx enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)""","0","Kev Walker","""""","486304","45","","2023-Mar-05_23:32:38","USD","4350","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489718","6","$0.24","$1.44","6","6x","","2afaeec0-9ea3-4aec-9876-8e005e787d71","219559","","0"
"Conclave Naturalists","Green","{4}{G}","5","C","(Double Masters)","Creature — Dryad","4","4","""When Conclave Naturalists enters the battlefield, you may destroy target artifact or enchantment.""","0","Howard Lyon","""""","486599","160","","2023-Feb-05_17:27:49","USD","2897","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489833","3","$0.25","$0.75","3","3x","","082a5372-b25a-4559-96b8-2d8d54199a38","219561","","0"
"Corridor Monitor","Blue","{1}{U}","2","C","(Double Masters)","Artifact Creature — Construct","1","4","""When Corridor Monitor enters the battlefield, untap target artifact or creature you control.""","0","Jason Felix","""""","486309","46","","2023-Mar-05_23:33:07","USD","4351","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489719","5","$0.21","$1.05","5","5x","","df3f6598-18a7-472d-8d05-715203379089","219554","","0"
"Costly Plunder","Black","{1}{B}","2","C","(Double Masters)","Instant","0","0","""As an additional cost to cast this spell, sacrifice an artifact or creature.
Draw two cards.""","0","Ben Maier","""• You can't sacrifice an artifact to generate mana to pay towards Costly Plunder's cost and also to pay its additional cost.
• You can't cast Costly Plunder without sacrificing a permanent, and you can't sacrifice additional permanents.""","486404","80","","2023-Jan-31_15:44:06","USD","2236","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489753","5","$0.31","$1.55","5","5x","","598405fd-02d2-4bf8-b241-7a2ae6338913","219522","","0"
"Crib Swap","White","{2}{W}","3","C","(Double Masters)","Tribal Instant — Shapeshifter","0","0","""Changeling (This card is every creature type.)
Exile target creature. Its controller creates a 1/1 colorless Shapeshifter creature token with changeling.""","0","Brandon Dorman","""• Tribal is a card type (like creature or instant), not a supertype (like legendary).
• Changeling applies in all zones, not just the battlefield.
• If the target creature is an illegal target by the time Crib Swap tries to resolve, the spell won't resolve. No player will create a Shapeshifter token.""","486234","12","","2023-Feb-05_17:33:08","USD","2919","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489685","4","$0.28","$1.12","4","4x","","6c53df6a-618d-40d4-a390-44b2e3202d7d","219508","","0"
"Crusader of Odric","White","{2}{W}","3","C","(Double Masters)","Creature — Human Soldier","*","*","""Crusader of Odric's power and toughness are each equal to the number of creatures you control.""","0","Michael Komarck","""• The ability that defines Crusader of Odric's power and toughness works in all zones, not just the battlefield.
• As long as Crusader of Odric is on the battlefield, its ability will count itself.
• Because damage remains marked on a creature until the damage is removed as the turn ends, nonlethal damage dealt to Crusader of Odric may become lethal if other creatures you control leave the battlefield during that turn.""","486239","13","","2023-Feb-05_17:33:24","USD","2920","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489686","5","$0.25","$1.25","5","5x","","b81e6aaa-aea4-4187-a4ca-fbbea0d10c7d","219512","","0"
"Crushing Vines","Green","{2}{G}","3","C","(Double Masters)","Instant","0","0","""Choose one —
• Destroy target creature with flying.
• Destroy target artifact.""","0","Scott Chou","""""","486604","162","","2023-Feb-05_17:28:15","USD","2898","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489835","5","$0.21","$1.05","5","5x","","3fa22a85-1c92-48f3-921a-867a73a6bbf7","219558","","0"
"Culling Dais","","{2}","2","U","(Double Masters)","Artifact","0","0","""{T}, Sacrifice a creature: Put a charge counter on Culling Dais.
{1}, Sacrifice Culling Dais: Draw a card for each charge counter on Culling Dais.""","0","Anthony Palumbo","""• As Culling Dais's last ability resolves, its last existence on the battlefield is checked to determine how many charge counters were on it.""","486744","246","","2023-Jan-30_20:49:11","USD","1909","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489919","1","$0.25","$0.25","1","1x","","54dc8c2a-928d-465e-8f76-82a90cc66854","219626","","0"
"Darksteel Axe","","{1}","1","C","(Double Masters)","Artifact — Equipment","0","0","""Indestructible (Effects that say ""destroy"" don't destroy this artifact.)
Equipped creature gets +2/+0.
Equip {2}""","0","Daniel Ljunggren","""• Darksteel Axe itself has indestructible, not the creature it's equipping.
• Although Darksteel Axe has indestructible, it can still be put into the graveyard for other reasons. The most likely reason is if it's sacrificed.""","486749","247","","2023-Mar-05_23:59:27","USD","4371","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489920","3","$0.25","$0.75","3","3x","","4d6bfe57-872d-4f69-bff5-a3f2584d6e0a","219628","","0"
"Death-Hood Cobra","Green","{1}{G}","2","C","(Double Masters)","Creature — Phyrexian Snake","2","2","""{1}{G}: Death-Hood Cobra gains reach until end of turn.
{1}{G}: Death-Hood Cobra gains deathtouch until end of turn.""","0","Jason Felix","""""","486609","163","","2023-Feb-05_17:28:29","USD","2899","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489836","2","$0.25","$0.50","2","2x","","def88ab5-1b82-46f5-a136-ee1addff4214","219556","","0"
"Death-Hood Cobra","Green","{1}{G}","2","C","(Double Masters)","Creature — Phyrexian Snake","2","2","""{1}{G}: Death-Hood Cobra gains reach until end of turn.
{1}{G}: Death-Hood Cobra gains deathtouch until end of turn.""","0","Jason Felix","""""","486609","163","","2023-Mar-05_23:55:01","USD","4366","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489836","5","$0.25","$1.25","5","5x","","def88ab5-1b82-46f5-a136-ee1addff4214","219556","","0"
"Defiant Salvager","Black","{2}{B}","3","C","(Double Masters)","Creature — Aetherborn Artificer","2","2","""Sacrifice an artifact or creature: Put a +1/+1 counter on Defiant Salvager. Activate only as a sorcery.""","0","Volkan Baǵa","""• You can sacrifice Defiant Salvager to activate its own ability. It won't receive a counter, but abilities that trigger on the sacrifice or watch for a creature dying will see it.
• If you sacrifice an artifact creature to activate Defiant Salvager's ability, you put one +1/+1 counter on Defiant Salvager, not two.""","486409","83","","2023-Jan-31_15:44:46","USD","2237","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489756","5","$0.22","$1.10","5","5x","","2f113f11-9b87-4219-a106-9f6595d85b81","219542","","0"
"Dire Fleet Hoarder","Black","{1}{B}","2","C","(Double Masters)","Creature — Human Pirate","2","1","""When Dire Fleet Hoarder dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")""","0","Deruchenko Alexander","""""","486414","84","","2023-Jan-31_15:46:02","USD","2240","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489757","5","$0.25","$1.25","5","5x","","d6f86b94-2a86-4120-97cd-ec2c89d106cb","219557","","0"
"Divest","Black","{B}","1","C","(Double Masters)","Sorcery","0","0","""Target player reveals their hand. You choose an artifact or creature card from it. That player discards that card.""","0","Jesper Ejsing","""""","486419","87","","2023-Jan-31_15:45:15","USD","2239","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489760","5","$0.25","$1.25","5","5x","","4494cb6d-1a99-40b6-96cc-0dc2ddec102f","219551","","0"
"Driver of the Dead","Black","{3}{B}","4","C","(Double Masters)","Creature — Vampire","3","2","""When Driver of the Dead dies, return target creature card with mana value 2 or less from your graveyard to the battlefield.""","0","James Ryman","""• If a card in a player's graveyard has {X} in its mana cost, X is considered to be 0.
• If Driver of the Dead dies at the same time as a creature with mana value 2 or less, you can target that card and return it to the battlefield.
• If a creature card with mana value 2 or less becomes a copy of Driver of the Dead and dies, it can be the target of its own ability.""","486424","90","","2023-Jan-31_15:45:00","USD","2238","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489763","6","$0.23","$1.38","6","6x","","ef46f4e7-ec58-4542-94b3-785bc46d26ea","219538","","0"
"Eager Construct","","{2}","2","C","(Double Masters)","Artifact Creature — Construct","2","2","""When Eager Construct enters the battlefield, each player may scry 1. (To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)""","0","Craig J Spearing","""• If multiple players are instructed to scry at once, such as while resolving Eager Construct's triggered ability, those players each look at the top card of their library at the same time, then they choose in turn order whether to put those cards on the top or bottom of their library.""","486754","250","","2023-Mar-05_23:59:53","USD","4372","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489923","4","$0.20","$0.80","4","4x","","5b23ca61-157b-4616-bbf4-0c1298ddbbb4","219629","","0"
"Elvish Aberration","Green","{5}{G}","6","C","(Double Masters)","Creature — Elf Mutant","4","5","""{T}: Add {G}{G}{G}.
Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)""","0","Johann Bodin","""• Forestcycling is a variant of the cycling ability. Unlike cycling (which allows you to draw a card), forestcycling allows you to search your library for a Forest card. The card you find can be a basic Forest or any land card with the Forest land type.
• Any ability that triggers whenever a card is cycled will trigger if you activate a forestcycling ability.""","486614","165","","2023-Feb-05_17:28:44","USD","2900","Double Masters","(2XM)","(2xm)","2XM","[2XM]","[2xm]","2XM","2xm","","0","","Regular","Not Using","Have","","","Double master 1/30/23","0","489838","5","$0.24","$1.20","5","5x","","f865601c-fddf-42fe-acd0-c9075fa84783","219553","","0"
